"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","desgosto"
0.81,0,0.81,0,-0.04,-0.15,0,-1.45,0,0,0,0.18,0.07,0,0.16,0,TRUE
2.28,0,2.44,0,0,0,0,-0.1,0,0,0,0,0.09,0,0.09,-0.07,FALSE
0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,FALSE
0.25,0,0,0,0.29,0,0.18,0,0.2,0,0.06,0,0.01,0,-0.04,0,FALSE
0,-0.02,1.73,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,FALSE
1.57,0,1.18,0,0,0,0,-1.91,0.14,0,0.17,-0.35,0.36,0,0.36,0,TRUE
1.76,0,1.72,0,0.1,0,0.22,0,0,0,0,0,0.09,0,0.09,0,TRUE
0.37,0,0.31,0,0,0,0,0,0,0,0,0,0.04,0,0.16,0,FALSE
0,-0.2,3.09,0,0,0,0,-1.39,0.28,0,0.22,0.12,0,0,0,0,FALSE
0.77,0.19,2.33,0,0.01,0,0,0,0,0,0,-0.19,0.19,0,0.22,0,FALSE
0,0,0,0,-0.07,0,0,0,0,0,0,0,-0.04,0,0,0,FALSE
0.32,-0.37,1.73,0,0.19,-0.11,-0.01,-1.47,0,-0.02,0,-0.09,0.23,0,0.23,0,FALSE
0,0,0,0,0.13,0,0.1,0,0,0,0,0,0.1,0,0.1,0,FALSE
0.27,0,0.15,0,0,0,0,0,0,0,0,0,0.06,0,-0.05,0,FALSE
0.2,0.07,1.79,0,0,0,0,-1.85,0,0,0,0,0.02,0,0,0,FALSE
0.2,0,0.2,0,0,0,0,-1.89,0,0,0,-0.06,0,0,0,-0.93,FALSE
0.42,0,0.38,0,0,0,0,-1.91,0.12,0,0.1,-0.72,0.05,-1.6,0.05,0,FALSE
0.3,0,0.36,0,-0.07,0,0,-1.94,0.09,-0.03,0,-0.15,0.16,0,0.16,0,FALSE
1.99,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0.15,1.76,0,0.13,0,0.1,0,0,0,0,0,0.11,0,0.11,0,FALSE
0.11,-0.04,1.34,0,0.09,0,0.18,0,0.17,0,0,0,0.26,0,0.26,-0.06,FALSE
1.95,0,2.21,0,0,0,0,-3.66,0,0,0,-0.72,0.02,0,-0.03,-0.8,FALSE
0,0,0,0,0,0,0,-1.85,0,0,0,-0.14,0,0,0,0,FALSE
1.58,-0.19,3.01,-0.02,0.11,0,0.03,0,0,0,0,0,0.13,0,0.13,-0.08,FALSE
0,0,0,0,0,0,0,-1.64,0.25,0,0.11,-0.42,0,0,0,0,FALSE
0.48,0,0.46,0,0,0,0,-1.7,0,0,0,0,0.12,0,0.01,0,FALSE
0,0,0,0,0,0,0,-1.28,0,0,0.17,-0.16,0.04,0,0.04,0,TRUE
1.24,0,1.32,0,0.04,0,0.03,-1.49,0,0.06,0.23,-0.11,0.33,0,0.33,0,FALSE
2.51,0,2.68,0,0,0,0,0,0,0,0,0,0.31,0,0.26,0,FALSE
0.2,0,0.2,0,0,-0.12,0,-1.03,0,-0.01,0,-0.1,0,0,0,0,TRUE
0.1,0,0,0,0,0,0,-1.28,0,0,0,0.37,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.26,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
0,0,0,0,0.24,0,0.11,0,0,0,0,0,0.23,0,0.23,0,FALSE
0,0,0,0,0.09,0,0.04,-1.91,0,0,0,-0.35,0.04,0,0.04,0,FALSE
2.39,0,2.48,0,0,0,0,-1.28,0,0,0,0.37,0.06,0,0.06,0,FALSE
0.27,0,0.35,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,FALSE
0,0,0,0,0,0,0,-1.7,0.22,0,0.22,0.12,0,0,0,0,FALSE
0.21,-0.11,1.58,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,FALSE
0.3,0.15,1.73,0.08,0.06,0,0.1,0,0,0,0,-0.04,-0.01,0,-0.01,0,FALSE
0,0,0.1,0,0.01,0,0,-1.64,0.12,0,0.18,0.1,-0.03,0,0,0,FALSE
0,-0.09,1.7,0,0.09,0,0.04,0,0,0,0,0,0.1,0,0.1,0,FALSE
0.61,0,0.58,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,TRUE
3.46,0,3.77,0,0,0,0,-3.19,0,0,0,-0.32,0.34,0,0.34,0,TRUE
0,-0.01,0.12,0,0,0,0,0,0,0,0.17,0,0,0,0,0,TRUE
0.18,0,0.18,0,0,-0.23,0,-1.81,0,0,0,0.42,0.05,-0.09,0.05,-0.09,TRUE
0.1,-0.34,1.25,0,0,0,0,-3.5,0,0,0,-0.06,0,0,0,-0.94,FALSE
0.84,0,0.91,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,FALSE
0,0,0,0,0.01,0,0,0,0,0,0,0,-0.03,0,0,0,FALSE
0,0,0,0,0.06,-1.82,0.13,-1.61,0,0,0,0,-0.06,-1.82,-0.06,-1.82,TRUE
2.27,0,2.37,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
1.21,-0.01,1.01,-0.13,0,-0.13,0,-0.34,0,-0.01,0,-0.13,0.36,-0.09,0.36,-0.09,TRUE
0.26,0.18,1.87,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,TRUE
0,0.3,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.74,0,0,0,-0.21,0,0,0,0,FALSE
0,0,0.12,0,0,0,0,-2.33,0,0,0,0,0,0,0,-0.28,FALSE
1.87,-0.14,0,0.01,0,0,0,0,0,0,0,0,0,-0.3,0,-0.3,FALSE
0.3,0,0.29,0,0,0,0,-2.01,0,0,0,-0.72,0.07,0,0.07,-0.07,FALSE
1.58,-0.22,2.74,0,0,-0.11,0,-5.51,0,-0.01,0,-0.58,0.06,0,0.06,0,FALSE
0,0,0,0,0,0,0,-2.96,0,0,0,-0.51,0,0,0,0,FALSE
0,0.31,1.66,0,0,0,0,-1.6,0,0,0,0.16,0,0,0,0,FALSE
1.78,0,1.9,0,-0.27,0,0,-2.09,0,0,0,-0.42,-0.11,0,0,-0.11,FALSE
0.66,0,0.6,0,0.04,-0.12,0,0,0,0.01,0,0,0.14,0,0.14,0,TRUE
1.88,0,1.9,0,0,0,0,-0.32,0,0,0,0,0,0,0,-0.12,FALSE
0,0,0,0,0.15,0,0.02,0,0,0,0,0,0.11,0,0.11,0,FALSE
0.7,-0.03,4.3,0,0,-0.15,0,-1.77,0,0,0.21,-0.03,0,0,0,0,FALSE
1.78,0,1.9,0,0,0,0,-1.84,0,0,0,-0.02,0.06,0,0.06,-0.24,FALSE
0,0,0,0,0,-0.05,0,-1.71,0,0.02,0,-0.31,0,0,0,0,FALSE
1.78,0.28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.3,-0.02,0.34,-0.16,0.19,0,0.13,-1.59,0,0,0,-0.11,0.03,0,0.03,-0.07,TRUE
0.16,0.36,1.66,0,0,0,0,0,0.17,0.01,0.19,-0.13,0,0,0,0,FALSE
0,0.01,1.38,0,0,0,0,-1.72,0,0,0.15,0,0,0,0,0,FALSE
0.14,0,0.15,0,0,0,0,-1.93,0,0,0,0,0,0,0,-0.82,FALSE
0,0,0.28,0,-0.1,0,0,-2.21,0,0,0,-0.15,-0.03,0,0,-0.25,FALSE
0.73,0,0.59,0,0.32,0,0.29,0,0,0,0,0,0.27,0,0.27,0,TRUE
0.61,0,0.58,0,0.06,0,0.1,0,0.09,0,0,0,0.19,0,0.19,0,FALSE
2.12,-0.34,3.5,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,FALSE
2.53,0,2.86,0,-0.49,0,0,-0.82,0,0,0,0,-0.02,0,0.15,-0.17,FALSE
0,-0.09,0,0,0,0,0,-2.97,0,-0.15,0,-0.37,0,0,0,0,FALSE
3.06,0,2.75,0,-0.26,0,0,-1.02,0,0,0,0,0.27,0,0.25,-0.22,FALSE
0,0,0,0,0,0,0,-5.25,0,0,0,-0.34,0.1,0,0.1,-0.82,TRUE
1.59,0,1.55,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,FALSE
0,0,0,0,0,0,0,-1.85,0,0,0,-0.14,0,0,0,-0.75,FALSE
0.22,0,0.13,0,0.22,0,0.07,0,0,0,0,0,0.34,0,0.34,-0.94,FALSE
0.26,0,0.18,0,0.25,0,0.1,-1.8,0,0,0,-0.32,0.16,0,0.19,0,FALSE
0,0,0,0,0,0,0,-1.94,0,0,0,-0.82,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0.03,0.17,0,0.17,0,FALSE
0,0,0,0,0,0,0,-1.82,0,0,0,-0.2,0,0,0,-0.26,TRUE
2.43,0,4.42,0,0,-0.13,0,-0.34,0.18,0,0.17,0,0.25,-0.09,0.25,-0.09,FALSE
1.66,0.48,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,-0.09,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,FALSE
0,0,0,0,0.01,0,0,0,0,0,0,0,-0.03,0,-0.08,0,FALSE
0,0,0,0,0,0,0,-1.33,0,0,0,0.36,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0.21,1.37,0,0.22,0,0.09,0,0,0,0,-0.19,0,0,0,-0.94,FALSE
0,-0.21,1.77,0,0.11,0,0.18,0,0,0,0,0,0.04,0,0.04,0,FALSE
0.46,-0.09,0.48,0,0,0,0,0,0,-0.1,0,0,0.12,0,0.12,0,FALSE
0.68,0,0.74,0,0,0,0,-1.41,0,0.03,0.19,0.07,0.16,0,0.16,-0.12,TRUE
1.56,0,1.76,0,0,0,0,-1.49,0,0,0,0,0.02,0,0.02,-0.74,TRUE
0,0.8,4.33,0,0,-0.05,0,-1.37,0,0.02,0,0.36,0.06,0,0.06,0,TRUE
0.17,0.21,1.62,0,0,-0.59,0,-0.8,0.12,0.09,0.1,0,0.06,0,0.06,0,FALSE
0.57,0.22,2.34,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,TRUE
1.78,-0.02,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.77,0,0,0,0,0,0,-1.49,0,0,0,-0.11,0,0,0,0,FALSE
0.22,0,0.35,0,0.19,-1.6,-0.01,-3.76,0,0,0,-0.45,0.32,-1.48,0.32,-1.48,FALSE
0.28,-0.11,2.9,0,0.04,-0.13,0.09,-3.84,0,0,0,-0.68,-0.01,-0.09,-0.01,-0.09,FALSE
0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
1.78,0,1.9,0,0,-0.1,0,-0.19,0,-0.02,0,-0.01,0.06,0,0.06,-0.07,TRUE
0,0.08,0,0,0,0,0,-1.63,0.21,0,0.26,0.21,0,-0.13,0,0,FALSE
0,0.07,1.73,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,FALSE
1.34,0,0.89,0,0.09,0,0.01,0,0,0,0,0,0.5,0,0.5,0,FALSE
0.14,0.3,1.56,0,0.1,-0.18,0.12,-0.15,0,-0.06,0,-0.03,0.1,0,0.1,0,FALSE
0.2,0.03,1.4,0,0,0,0,0,0,0,0,0,0.18,0,0.16,0,FALSE
1.34,0,1.05,0,0,0,0,0,0,0.06,0,0,0.39,0,0.39,0,FALSE
0,0,1.53,0,0.39,0,0.37,-0.42,0.2,0,0.06,0,0.06,0,0.06,-0.24,FALSE
1.94,0,0.14,0,0.24,0,0.1,-1.91,0,0,0.18,-0.69,0.32,0,0.25,0,FALSE
0,0,0.16,0,0.11,0,0.03,0,0,-0.01,0.17,-0.05,0.07,0,0.07,0,FALSE
0.72,0.34,5.58,0,0.01,-0.08,0,-0.18,0,0.02,0,-0.08,0.08,0,0.11,0,FALSE
0.61,-0.1,0.65,0,0,0,0,0,0,0,0,0,0.14,-0.24,0.14,0,FALSE
0.3,0,0.34,0,0.19,0,0.12,-0.2,0,0,0,0,0.06,0,0.06,0,TRUE
0.17,0,0.1,0,0,0,0,0,0,0,0,-0.06,0.02,0,0.02,0,FALSE
0,0,1.7,0,0,0,0,-3.43,0,0,0,-0.82,-0.05,0,-0.05,-0.74,FALSE
0.49,-0.24,1.86,0,0,0,0,-1.85,0,0,0,0,0.33,0,0.24,0,TRUE
0.24,0,0.22,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,TRUE
1.77,0,0,0,0.3,0,0.08,-1.97,0,0,0,-0.08,0.27,0,0.27,-0.75,FALSE
0.31,0,0.3,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,FALSE
1.8,0,0,0,0,0,0,-1.86,0,0,0,-0.42,0.11,0,0.11,-0.12,FALSE
0.49,0.23,7.12,0,0.34,0,0.11,-0.3,0,0,0,0,0.25,0,0.25,-0.22,FALSE
0.37,0.22,2.12,0,0,0,0,0,0,-0.03,0,-0.11,0.04,0,0.04,0,TRUE
1.77,0,1.69,0,0,0,0,-1.55,0,0,0,0.04,0.02,0,-0.09,0,TRUE
0,-0.04,0,0.01,0,0,0,0,0,0,0,-0.01,0,0,0,0,TRUE
2.19,0,2.42,0,0.03,0,-0.06,-1.56,0.1,0,0.34,-0.24,-0.1,0,-0.1,-0.16,FALSE
0.21,0,0.32,0,0,0,0,-1.49,0,0,0,0,0.02,0,0.02,-0.74,FALSE
0,0,0,0,-0.04,0,0,-2.14,0,0,0,-0.72,0.04,0,0.15,-0.11,FALSE
3.28,0.21,4.29,0,0,0,0,-1.52,0.41,0,0.42,-0.02,0.38,0,0.38,-0.07,FALSE
1.96,0,2.07,0,0,0,0,-1.64,0.18,0,0.17,-0.42,0.1,0,0.1,0,FALSE
0,0.06,0,-0.06,0,0,0,0,0,-0.01,0,-0.13,0.01,0,0.01,0,TRUE
0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,FALSE
3.5,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-3.25,0,0,0,-0.01,0,0,0,0,FALSE
0.14,0,0,0,0,0,0,0,0,0,0,-0.19,0.04,0,0,0,TRUE
0,0,0,0,0.19,0,-0.01,-1.58,0,0,0,0,0.2,0,0.2,-0.71,FALSE
0.28,0,0.18,0,0.17,0,0.12,0,0,0,0,0,0.36,0,0.36,0,FALSE
0,0,0,0,0,-0.1,0,-0.08,0,0,0,0.02,-0.01,0,-0.01,0,FALSE
0.13,0,0.27,0,0,0,0,-1.82,0,0,0.17,-0.04,0.02,0,0.02,0,FALSE
0.72,0,0.8,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,FALSE
0.2,0,0,0,0.01,0,0.15,0,0,0,0,0,0,0,-0.02,0,FALSE
1.98,0,2.1,0,0.3,0,0.08,0,0,0,0,0,0.26,0,0.27,-0.01,FALSE
1.68,-0.22,4.92,0,0.2,-0.12,-0.01,-0.22,0.09,-0.01,0.13,-0.11,0.17,0,0.2,0,FALSE
2.05,0,0.46,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,TRUE
2.09,-0.05,2.12,0,0,0,0,0,0.1,0,0.13,0,0,0,0,-0.06,FALSE
1.98,0,2.08,0,0.09,0,0.04,-1.61,0,0,0,-0.13,0.06,0,0.04,0,FALSE
1.78,0.15,3.31,-0.01,0,0,0,0,0,0,0,0,0,-0.3,0,-0.35,TRUE
0,0.09,1.62,0,-0.47,0,-0.02,-1.05,0,0.01,0,0.01,-0.11,0,-0.04,-0.07,TRUE
0,0,0,0,0.15,-0.05,0.02,-0.15,0,0,0,0,0.11,0,0.11,0,FALSE
1.89,0.37,3.51,0,0,0,0,-1.7,0,0,0,0,0.1,0,0.1,0,FALSE
1.95,-0.61,2.25,0,0,0,0,-1.49,0,0,0,-0.24,0,0,0,0,TRUE
0.12,0,0.17,0,0,0,0,0,0,0,0,0.18,0.02,0,0.02,0,TRUE
0,0,0,0,-0.07,0,0,-0.64,0,0,0,0,0.37,0,0.17,0.2,FALSE
0,0,0,0,0.27,0,0.29,0,0,0,0,0,0.14,0,0.14,0,FALSE
0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,FALSE
0.13,0.21,1.49,0,0,0,0,-1.53,0,0,0,-0.01,0,0,0,0,FALSE
0,0,0,0,0,-0.24,0,-0.44,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.49,0,0,0,-0.11,0,0,0,0,FALSE
1.56,0.16,3.34,0.07,0,0,0,-3.38,0,0,0,-0.17,0,0,0,-0.75,FALSE
3.5,-0.05,5.29,0.01,0.15,0,0,0,0,-0.01,0,-0.11,0.14,-0.3,0,-0.3,TRUE
0.19,0.29,1.68,0,0,0,0,0,0.24,-0.07,0.32,0.03,0,0,0,0,FALSE
0.18,0,0.18,0,0.19,0,-0.01,-1.64,0,0,0,-0.42,0.25,0,0.25,0,TRUE
0.14,0,0.19,0,0,0,0,-1.44,0,0,0,-0.21,0,0,0,0,TRUE
0.2,0,0,0,0,-1.77,0,-2.22,0,0,0,0,0.03,-1.78,0,-2,FALSE
1.72,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.58,0,1.5,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,TRUE
0.22,-0.02,1.92,0,0.01,0,0,0,0,0,0,0,0.05,0,0.08,0,FALSE
0.61,-0.25,2.2,-0.02,0.01,0,0.02,0,0,0,0.18,0.15,0.11,0,0.06,-0.08,FALSE
0.19,0,0.15,0,0,0,0,-1.63,0,0,0,0.21,0.27,0,0.27,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
3.36,0.05,1.4,0,0.32,0,0.29,0,0,0,0,0.06,0.57,-0.22,0.35,0,FALSE
0,0.07,0,0,0,0,0,-3.24,0,0.03,0,-0.12,0.08,0,0.08,-0.74,TRUE
0.2,-0.3,1.61,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,TRUE
2.3,0,2.48,0,-0.54,0,0,-2.59,0,0,0,-0.12,-0.19,0,0.02,-0.21,TRUE
0.18,0,0.2,0,0,-0.18,0,-1.5,0,0,0,0.37,0.04,0,0.04,-0.1,FALSE
0.23,-0.61,0.61,0,0,0,0,0,0,0,0,0,0.08,0,0.08,-0.71,TRUE
1.78,0.03,1.9,0,-0.43,0,0.05,-2.37,0,0,0,0.04,-0.17,0,0,-0.17,FALSE
1.78,0.07,2.05,0,0.24,0,0.11,-1.39,0,0,0,0.12,0.23,0,0.23,0,TRUE
0,0.22,1.75,0,0.01,0,0,-1.4,0,-0.02,0,0.13,-0.11,0,0,-0.11,FALSE
0,0,0,0,0,-0.1,0,-3.08,0,0,0,-0.28,0,0,0,0,TRUE
0.64,-0.02,2.29,0,0,0,0,0,0.1,0,0.16,0,0.1,0,0.1,0,TRUE
0.26,-0.18,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,-0.07,-0.71,FALSE
0,0,0,0,-0.14,0,-0.12,0,0,0,0,0,-0.21,0,-0.21,0,FALSE
0.18,0.02,0.15,0,0,0,0,-2.24,0,0,0,0.06,0,-0.06,-0.06,-0.34,FALSE
0.46,-0.1,1.96,0,0,0,0,-1.49,0,0,0,0,-0.05,0,-0.05,-0.74,TRUE
0,0,0.28,0,0.12,0,0,-2.37,0.82,0,0,-0.07,0,0,0,0,TRUE
1.69,-0.04,2.87,0,0,0,0,-1.91,0,0,0,-0.35,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0.21,1.37,0,0,0,0,-3.32,0.12,0,0.1,-0.14,0,0,0,0,FALSE
1.95,0.15,3.91,0,-0.46,0,0.16,-0.82,0,0,0,0,-0.09,0,0.08,-0.17,FALSE
0.31,-0.04,1.48,0,0.06,0,0.13,0,0,0,0,0,-0.01,0,-0.01,0,FALSE
0,0,0,0,0.09,-0.24,0.01,-3.27,0.12,0,0.1,0.31,0.1,0,0.1,0,FALSE
0,0.22,1.96,0,0,0,0,-3.07,0,0,0,-0.3,0.04,0,-0.01,-1.6,TRUE
1.86,0,1.79,0,0,0,0,-1.95,0,0,0,-0.26,0.19,0,0.19,0,FALSE
5.57,0,3.9,0,0.01,-0.04,0.15,-0.11,0,0,0,0,-0.05,-0.06,-0.05,-0.06,TRUE
1.65,0,1.26,0,0,-0.05,0,-1.61,0,0,0,-0.24,0.69,-0.06,0.69,-0.06,TRUE
0.61,-0.3,2.04,0,0,0,0,-2.22,0,0,0.17,-0.32,0.11,0,0.11,-0.14,FALSE
1.66,0.04,0,0,0,0,0,-1.76,0,0,0,-0.36,0,0,0,0,TRUE
1.79,0,0,0,0,0,0,-3.85,0,0,0,-0.63,0,0,0,-0.25,FALSE
0,0,0,0,0.03,-0.28,0.12,-0.54,0,0,0,0,-0.04,-0.19,-0.04,-0.19,TRUE
0,0,0,0,0,0,0,-1.35,0,0,0,-0.04,0,0,0,0,TRUE
0.4,0.29,1.98,0,0.13,0,0.16,-1.89,0,0,0,-0.06,-0.03,0,-0.03,0,FALSE
0,-0.01,3.55,0,0,0,0,-1.53,0,0,0,-0.13,0,0,0,0,FALSE
0,-0.09,0,0,0.01,0,0,0,0,-0.1,0,0,-0.03,0,0,0,TRUE
0.12,0.11,1.31,0,0.23,0,0.29,0,0,0,0,0,0,0,0,0,FALSE
1.89,0,0.35,0,0,0,0,0,0,0,0,0,0.17,0,0.12,0,FALSE
0,0,3.5,0,0,0,0,-0.3,0,0,0,0,0,0,0,-0.22,FALSE
0.26,0,1.84,0,0,0,0,-1.89,0,-0.07,0,-0.06,0.19,0,0.19,0,FALSE
0,-0.07,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,FALSE
0,0,0,0,0,0,0,-1.91,0,0,0,-0.35,0,0,0,0,FALSE
0,0,0.1,0,-0.07,0,0,0,0,0,0,0,-0.04,0,-0.21,0,FALSE
1.58,0,1.5,0,0.13,0,0.08,-1.55,0,0,0,0.04,0.1,0,0.13,0,FALSE
0,0.09,1.76,0,0,0,0,-1.93,0,0,0,-0.26,0,0,0,0,FALSE
0,0.32,1.55,0,0.13,0,0.16,-1.06,0,0.08,0.22,0.35,0.09,0,0.09,0,TRUE
0.28,0,0.18,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
0.26,0,0.2,0,0,-0.07,0,-2.03,0.1,0,0.16,-0.3,0,0,0,0,FALSE
0,0,0,0,0.13,0,0.12,0,0,0,0,0.18,0.09,0,0.09,0,FALSE
0,0,0,0,0.12,0,0,-4.06,0.83,0,0,-0.54,0,0,0,0,FALSE
1.78,-0.16,3.15,0,0,0,0,-1.29,0,0,0,-0.04,0,0,0,0,TRUE
3.47,0,3.78,0,0,0,0,-1.43,0,-0.06,0.1,0.16,0,0,-0.11,0,FALSE
0.18,0,0.22,0,0.05,0,0.13,-1.86,0,0,0,-0.71,-0.03,0,-0.03,-0.04,FALSE
0.14,0,2.3,0,0.18,0,0.06,0,0.14,0,0.17,0,0.13,0,0.08,0,FALSE
0.26,0.09,1.82,0,0,0,0,-1.64,0,0,0,-0.42,0.2,0,0.2,0,FALSE
0,0.07,1.73,0,0.09,0,0.01,-1.35,0,0,0,-0.06,0.1,0,0.1,0,FALSE
1.58,0,1.66,0,0.1,0,0.17,-1.56,0,0,0.15,0.23,0.05,0,0.05,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.26,0,0.2,0,0,-0.28,0,-1.83,0,0,0,0.29,0.2,-0.19,0.2,-0.19,FALSE
0.25,0,0.22,0,0,0,0,-1.29,0,0,0,0.37,0.07,0,0.07,0,FALSE
0,0,0,0,0,0,0,0,0.2,0,0.17,0,0.11,0,0.11,0,TRUE
0.47,0.11,2.17,0.01,0.1,0,0.12,0,0,0,0,0,0.25,0,0.25,0,FALSE
0.1,0,0,0,0,-2.03,0,-3.79,0,-0.06,0,-0.09,0,-1.88,0,-1.88,FALSE
0,0,0,0,0,0,0,-3.05,0,0,0,0.13,0,0,0,0,TRUE
1.78,0,1.9,0,-0.04,-0.08,0,-1.92,0,0.04,0,0.05,-0.06,0,0,-0.06,FALSE
0,0,0,0,0,0,0,-3.9,0,0,0,-0.65,-0.09,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,TRUE
0,0,0,0,0,0,0,-3.05,0,0,0,0.01,0.06,0,0.06,0,FALSE
0.28,0.22,1.95,0,0,0,0,0,0.23,0,0.25,0,0,0,0,0,TRUE
0,0,0,0,0.39,-0.28,0.12,-2.39,0,0,0,0,0.31,-0.19,0.31,-0.19,FALSE
0,0,1.66,0,0.16,0,0.02,-3.58,0.2,0,0.13,-0.78,0.19,0,0.19,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
2.12,0,2.52,0,0,0,0,-3.36,0,0,0,-0.18,-0.03,0,-0.03,0,FALSE
0.46,0.21,2.01,0,0,0,0,-1.91,0,0,0,-0.35,-0.06,0,0.06,0,FALSE
1.58,0.23,6.56,0,0.01,0,0,0,0,0,0,0,-0.04,0,-0.01,0,FALSE
0.12,0,0.17,0,-0.06,0,-0.16,0,0,0,0,0,-0.01,0,-0.01,0,TRUE
0.21,-0.25,1.69,0,0,0,0,-0.34,0,0,0,-0.19,0.06,0,0.06,0,TRUE
0.31,0,0.53,0,0.1,0,0.12,0,0,0,0,0,0.05,0,0.05,0,FALSE
3.05,0,3.44,0,0.22,0,0.02,-0.3,0,0,0,0,0.42,0,0.45,-0.22,FALSE
0.19,0,0.15,0,0.15,0,0.02,0,0,0,0,0,0.12,0,0.12,0,FALSE
1.24,-0.03,1.06,0,0,0,0,-1.91,0,0,0,-0.35,0.33,0,0.33,0,FALSE
0,0,0,0,0.17,0,0.27,0,0,0,0,0,0.09,0,0.09,0,FALSE
0.52,-0.35,5.23,0,0.22,0,-0.07,0,0,0,0,0,0.17,0,0.17,0,FALSE
0,0,0,0,0.13,0,0.1,0,0,0,0,0.02,0.09,0,0.09,0,FALSE
0,-0.22,2.93,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,FALSE
0,0,0,0,0,-0.05,0,-1.55,0,0.02,0,-0.28,0,0,0,0,FALSE
0.18,-0.16,1.63,0,0,0,0,-0.34,0,0,0,-0.19,0.05,-0.13,0.05,-0.05,FALSE
0.22,0,0.44,0,0,-0.05,0,-0.23,0,0,0.14,0,0.06,-0.06,0.06,-0.06,TRUE
0.44,0.03,2.33,0,0,-0.08,0,0,0,0,0,-0.01,0.04,-0.14,0.04,0,TRUE
1.15,0.09,3.08,0,0,0,0,0,0,-0.03,0,-0.15,0.15,0,0.15,0,FALSE
0,0,0,0,0,0,0.12,0,0,0,0,0,0.04,0,0.04,0,FALSE
0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.97,-0.01,4.71,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,FALSE
0,0.12,1.26,0,0,0,0,-3,0,0,0,-0.39,0,0,0,0,TRUE
0,0,0,0,0.14,0,0.09,-3.81,0,0,0,-0.35,0.08,0,0.11,-0.73,FALSE
1.78,0.03,3.21,0,0,0,0,-1.59,0,0,0,0,0,0,0,0,FALSE
0.41,0,0.5,0,0,0,0,0,0,0,0,0,-0.13,0,-0.13,0,FALSE
0,-0.09,0,0,0,0,0,0,0,-0.1,0,0,0.05,0,0.05,0,FALSE
0.12,0,0.37,0,0.01,0,0.02,0,0,0,0,0,-0.12,0,-0.12,0,TRUE
