"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","class"
3.02327,10.965784,13.989054,0,0,0,0,0,0,0,0,0,10.062746,0,10.062746,0,"Tristeza"
19.931569,0,19.931569,0,19.931569,0,19.931569,0,0,0,0,0,19.931569,0,19.931569,0,"Neutro"
20.931569,0,20.931569,0,8.965784,0,8.965784,0,0,0,0,0,28.575425,0,28.575425,0,"Tristeza"
21.931569,0,10.965784,0,0,0,18.346606,12.316859,10.965784,0,0,12.316859,6.717857,0,15.098679,0,"Surpresa"
17.124214,14.781821,40.871819,0,6.265345,0,6.265345,0,0,0,7.643856,0,23.389558,0,32.355342,0,"Medo"
19.931569,7.380822,27.31239,0,5.680382,0,5.680382,8.643856,0,0,0,8.643856,5.680382,0,5.680382,0,"Tristeza"
26.727428,7.643856,0,7.643856,9.380822,0,9.380822,9.965784,0,7.643856,0,17.60964,9.380822,0,9.380822,0,"Neutro"
0,9.965784,9.965784,0,4.878321,0,0,10.166282,4.878321,0,0,10.166282,8.643856,0,8.643856,0,"Alegria"
10.965784,0,10.965784,0,0,0,0,0,0,0,0,0,10.965784,0,10.965784,0,"Tristeza"
10.586718,0,0,0,0,0,0,0,0,0,0,0,0,0,8.643856,0,"Tristeza"
10.586718,7.795859,7.795859,0,8.965784,0,8.965784,0,0,0,0,0,8.965784,0,8.965784,0,"Tristeza"
6.965784,0,6.965784,0,0,0,0,0,0,0,0,0,6.965784,0,6.965784,0,"Desgosto"
0,7.506353,7.506353,0,9.965784,18.761644,9.965784,18.761644,0,0,0,0,20.931569,18.761644,20.931569,18.761644,"Neutro"
19.346606,0,19.346606,0,0,0,0,0,0,8.965784,0,8.965784,26.505035,0,26.505035,0,"Surpresa"
6.717857,10.965784,10.965784,7.643856,0,0,0,19.346606,0,0,0,0,0,0,0,26.990462,"Tristeza"
9.965784,0,9.965784,0,0,0,0,0,0,0,10.965784,5.506353,9.965784,0,9.965784,0,"Neutro"
17.176681,0,17.176681,0,0,0,0,32.897353,0,0,0,32.897353,9.380822,0,9.380822,0,"Neutro"
0,0,16.316859,0,0,0,0,0,0,0,0,0,0,0,0,0,"Desgosto"
0,0,0,0,20.931569,10.965784,20.931569,10.965784,0,0,0,0,20.931569,0,20.931569,0,"Tristeza"
9.529622,0,9.529622,0,10.965784,0,10.965784,7.643856,0,0,0,7.643856,20.346606,0,20.346606,0,"Raiva"
0,8.380822,8.380822,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,9.380822,9.380822,0,10.965784,0,0,35.055782,0,9.380822,9.380822,24.089998,10.965784,0,0,10.965784,"Desgosto"
0,0,0,0,0,0,0,16.048926,6.380822,0,6.380822,16.048926,11.435714,0,11.435714,0,"Alegria"
13.989054,8.965784,22.954838,0,0,0,0,10.965784,0,10.965784,0,21.931569,21.931569,0,21.931569,0,"Alegria"
0,0,0,0,0,0,0,10.965784,0,0,0,10.965784,0,0,0,0,"Neutro"
3.02327,15.781821,18.805091,0,4.53952,0,0,0,10.965784,0,10.965784,0,4.53952,8.965784,0,8.965784,"Tristeza"
18.024678,0,18.024678,0,5.680382,0,5.680382,8.380822,0,0,0,8.380822,16.646166,0,16.646166,0,"Tristeza"
0,0,0,0,0,0,0,9.965784,0,0,0,0,0,0,0,0,"Tristeza"
8.380822,16.802286,25.183107,0,0,0,0,26.115993,0,0,0,26.115993,8.380822,0,8.380822,19.931569,"Surpresa"
32.013732,10.965784,32.013732,10.965784,15.098679,0,6.717857,8.380822,0,0,0,0,37.371284,10.965784,28.990462,19.346606,"Tristeza"
11.989054,16.316859,28.305913,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Desgosto"
9.965784,0,10.965784,0,0,16.761644,0,16.761644,0,16.761644,0,16.761644,8.380822,0,8.380822,0,"Tristeza"
0,9.965784,9.965784,0,0,8.643856,0,8.643856,0,0,0,0,0,8.643856,0,18.024678,"Desgosto"
7.965784,0,7.965784,0,0,0,0,9.965784,0,0,0,18.124214,7.965784,0,7.965784,0,"Surpresa"
10.965784,0,10.965784,0,7.158429,0,7.158429,5.756331,0,0,0,0,18.124214,0,18.124214,5.756331,"Tristeza"
0,0,0,0,5.680382,0,5.680382,0,0,0,0,0,5.680382,0,5.680382,7.795859,"Medo"
10.965784,0,10.965784,0,0,0,0,21.132067,0,10.965784,10.965784,21.132067,0,0,0,0,"Neutro"
10.965784,0,10.965784,0,0,7.643856,0,13.024678,0,0,0,5.380822,0,7.643856,0,7.643856,"Surpresa"
14.316859,15.781821,30.09868,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medo"
18.761644,0,18.761644,0,28.505035,0,28.505035,0,0,0,0,0,36.300895,0,36.300895,7.158429,"Desgosto"
0,10.965784,10.965784,0,7.265345,0,7.265345,0,0,0,0,0,18.231129,0,18.231129,0,"Surpresa"
22.369876,10.965784,33.33566,0,10.965784,0,10.965784,0,0,0,0,0,24.902999,0,24.902999,0,"Tristeza"
3.02327,0,3.02327,0,0,0,0,13.316859,0,0,0,13.316859,0,0,0,0,"Medo"
6.210897,0,6.210897,0,0,0,0,0,0,0,0,0,0,0,0,0,"Medo"
18.60964,19.346606,29.31239,0,0,0,0,0,0,0,0,0,9.965784,0,9.965784,0,"Tristeza"
10.965784,8.965784,19.931569,0,0,0,0,0,0,0,0,10.965784,0,0,0,0,"Desgosto"
18.346606,0,25.505035,0,0,0,0,0,0,9.380822,0,9.380822,20.931569,0,28.089998,0,"Tristeza"
17.761644,0,17.761644,0,0,9.965784,0,18.931569,0,9.965784,0,24.437921,7.795859,0,7.795859,0,"Surpresa"
0,0,0,0,15.802286,0,8.158429,14.802286,0,0,0,7.158429,15.802286,0,8.158429,7.643856,"Neutro"
32.897353,8.643856,52.506993,0,24.002535,7.265345,24.002535,15.231129,6.380822,0,6.380822,7.965784,45.934104,0,45.934104,0,"Alegria"
0,7.265345,7.265345,0,0,0,0,15.150209,9.965784,0,9.965784,8.643856,0,0,0,6.506353,"Tristeza"
8.965784,10.965784,19.931569,0,7.158429,0,0,36.055782,8.965784,0,8.965784,10.965784,7.158429,0,0,25.089998,"Tristeza"
26.727428,0,16.761644,0,46.543519,0,16.646166,35.653684,0,9.965784,0,5.756331,63.305163,0,33.40781,29.897353,"Tristeza"
0,0,7.158429,0,0,0,0,10.965784,0,0,0,19.346606,4.556393,0,11.714823,0,"Tristeza"
12.989054,0,12.989054,0,0,0,0,39.219281,0,0,0,39.219281,20.931569,0,20.931569,0,"Tristeza"
13.476241,0,13.476241,0,0,0,0,0,0,0,0,8.380822,21.634671,0,21.634671,0,"Neutro"
7.965784,8.643856,7.965784,0,0,0,0,0,0,0,0,0,7.965784,8.643856,7.965784,0,"Alegria"
10.965784,0,10.965784,0,7.265345,0,7.265345,9.380822,0,8.643856,8.643856,9.380822,19.931569,0,19.931569,0,"Neutro"
36.707712,0,43.866141,0,0,0,0,7.265345,0,0,0,0,21.115993,0,21.115993,0,"Tristeza"
0,8.380822,8.380822,0,0,10.965784,0,29.437921,0,0,0,18.472137,0,10.965784,0,10.965784,"Desgosto"
11.989054,10.965784,22.954838,0,0,0,0,0,0,0,0,0,8.965784,0,8.965784,0,"Tristeza"
25.142465,0,25.142465,0,0,10.965784,8.380822,29.196913,0,0,0,10.965784,6.380822,10.965784,14.761644,10.965784,"Neutro"
0,16.124214,16.124214,0,0,0,0,5.756331,0,0,0,0,0,0,0,5.756331,"Surpresa"
7.265345,0,7.265345,0,0,0,0,9.380822,0,0,0,9.380822,7.265345,0,7.265345,0,"Neutro"
16.60964,0,5.643856,0,0,0,0,6.643856,0,0,0,6.643856,5.643856,0,5.643856,0,"Tristeza"
0,14.954289,14.954289,0,0,0,0,9.380822,0,0,0,9.380822,6.795859,0,6.795859,0,"Desgosto"
29.113268,0,29.113268,0,0,0,0,0,0,0,0,0,15.124214,0,15.124214,0,"Desgosto"
29.4055,0,35.123357,0,12.920341,0,8.380822,0,0,0,0,0,19.827232,0,15.287712,0,"Desgosto"
3.02327,0,3.02327,0,0,0,0,15.346606,0,0,0,15.346606,0,0,0,0,"Tristeza"
15.931569,0,22.039372,0,4.878321,0,0,0,4.878321,0,6.107803,0,15.931569,0,15.931569,0,"Neutro"
0,5.717857,0,0,0,0,0,5.756331,7.795859,5.717857,7.795859,5.756331,0,0,0,0,"Tristeza"
8.965784,14.361713,25.253497,0,0,0,0,6.965784,0,5.717857,7.643856,6.965784,0,0,0,0,"Tristeza"
28.291266,0,22.369876,0,0,0,0,0,19.346606,0,19.346606,0,5.506353,0,5.506353,0,"Desgosto"
9.965784,0,9.965784,0,28.575425,0,19.931569,8.643856,0,0,0,0,17.60964,0,8.965784,8.643856,"Surpresa"
0,8.380822,8.380822,0,0,0,0,0,0,6.573467,0,6.573467,7.265345,0,7.265345,0,"Neutro"
5.680382,0,5.680382,0,0,7.265345,0,7.265345,0,0,0,0,5.680382,0,5.680382,0,"Neutro"
16.346606,0,16.346606,0,0,0,0,15.346606,0,0,0,15.346606,16.346606,0,16.346606,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Raiva"
0,10.737427,10.737427,0,0,0,0,0,0,0,0,0,5.506353,0,5.506353,0,"Medo"
16.60964,0,16.60964,0,0,9.965784,0,9.965784,0,0,0,0,7.643856,9.965784,7.643856,9.965784,"Neutro"
