"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","desgosto"
0,0,9.965784,17.346606,0,0,0,0,27.31239,0,0,0,0,0,0,27.31239,0,0,0,0,18.346606,8.965784,0,0,FALSE
3.02327,0,20.931569,13.302212,8.965784,0,3.02327,8.965784,20.931569,13.302212,0,0,5.506353,0,0,40.716482,0,0,3.02327,0,20.931569,16.761644,0,5.506353,FALSE
3.02327,0,16.346606,20.346606,0,9.965784,3.02327,0,25.727428,20.931569,0,0,0,0,9.965784,39.716482,0,0,13.989054,0,25.727428,0,0,9.965784,FALSE
12.989054,0,0,9.095913,0,0,3.02327,0,9.095913,0,9.965784,0,0,0,0,22.084967,0,0,3.02327,9.965784,4.556393,4.53952,0,0,TRUE
3.02327,0,15.259143,20.634671,8.380822,0,11.404092,0,27.512992,8.380822,0,0,8.380822,0,0,38.917084,0,0,11.404092,0,22.219633,5.293359,8.380822,0,FALSE
3.02327,0,40.055782,10.965784,9.965784,6.506353,3.02327,0,30.089998,37.403706,0,0,0,0,8.158429,55.852191,0,6.506353,3.02327,0,40.055782,10.965784,9.965784,6.506353,FALSE
0,0,0,8.158429,10.965784,14.302212,0,10.965784,8.158429,14.302212,0,0,7.795859,0,0,19.124214,0,6.506353,0,0,8.158429,17.472137,0,7.795859,FALSE
0,0,23.460641,4.878321,6.643856,9.965784,0,0,28.338963,16.60964,0,0,6.643856,9.965784,4.878321,23.460641,0,0,0,9.380822,14.07982,4.878321,0,16.60964,FALSE
0,10.965784,6.717857,0,0,0,0,0,0,6.717857,0,10.965784,0,0,0,17.683641,0,0,10.965784,0,0,6.717857,0,0,FALSE
9.965784,7.380822,8.643856,0,7.795859,8.158429,0,0,8.643856,15.954289,7.380822,9.965784,0,7.795859,0,25.990462,0,8.158429,17.346606,0,8.643856,8.158429,0,7.795859,TRUE
28.985853,0,27.282643,0,0,0,6.717857,0,27.282643,8.380822,5.92139,7.965784,0,0,0,56.268496,0,0,13.887174,0,27.282643,15.098679,0,0,FALSE
0,0,10.965784,10.965784,0,0,0,0,10.965784,10.965784,0,0,0,0,10.965784,10.965784,0,0,0,0,10.965784,10.965784,0,0,TRUE
8.965784,0,8.965784,8.643856,0,0,0,0,8.965784,8.643856,0,8.965784,0,0,8.643856,17.931569,0,0,0,8.965784,8.965784,8.643856,0,0,FALSE
8.643856,0,29.265899,20.931569,10.965784,5.380822,0,0,23.387578,43.156496,8.643856,0,10.965784,5.380822,0,48.87554,0,9.965784,0,8.643856,23.387578,16.844106,0,26.31239,FALSE
15.931569,0,9.380822,45.600103,0,0,15.931569,19.931569,8.380822,26.668534,0,0,17.287712,0,9.380822,44.243959,0,0,15.931569,0,29.31239,8.380822,0,17.287712,FALSE
9.380822,0,6.210897,39.693212,0,0,19.346606,0,12.006756,23.931569,0,0,6.643856,0,0,48.641075,0,0,9.380822,0,14.854753,24.4055,0,6.643856,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,8.965784,31.523287,0,0,0,0,40.489071,0,0,0,0,0,0,40.489071,0,0,0,15.761644,19.931569,4.795859,0,0,FALSE
3.02327,7.795859,9.965784,0,0,0,10.819129,0,0,9.965784,0,0,0,0,9.965784,10.819129,0,0,3.02327,0,17.761644,0,0,0,FALSE
8.643856,6.795859,0,15.287712,0,0,0,0,15.287712,0,15.439715,0,0,15.287712,0,15.439715,0,0,6.795859,8.643856,0,0,15.287712,0,TRUE
0,0,23.224928,19.074583,0,9.380822,0,8.643856,21.417573,21.618903,0,0,9.380822,0,8.965784,33.333726,0,0,0,0,28.040367,14.259143,0,9.380822,FALSE
0,0,24.253497,17.346606,0,0,0,0,33.219281,8.380822,0,0,8.380822,0,0,33.219281,0,0,0,0,33.219281,0,0,8.380822,FALSE
8.158429,0,0,15.607676,0,7.506353,0,0,12.335379,10.77865,0,8.158429,7.506353,0,0,23.766106,0,0,8.158429,0,11.068157,4.53952,0,7.506353,FALSE
10.965784,8.965784,17.124214,24.102937,0,0,8.965784,0,28.31239,23.880545,0,0,0,0,0,52.192935,8.965784,0,10.965784,8.965784,28.31239,12.91476,0,0,FALSE
0,0,11.435714,16.887174,0,0,0,0,9.380822,18.942066,0,0,0,0,11.435714,16.887174,0,0,0,0,9.380822,18.942066,0,0,FALSE
6.380822,0,0,8.965784,0,0,6.380822,0,0,8.965784,0,0,0,0,0,15.346606,0,0,6.380822,0,0,8.965784,0,0,FALSE
12.989054,0,10.965784,10.965784,0,0,3.02327,0,10.965784,20.931569,0,0,0,0,0,34.920623,0,0,12.989054,0,10.965784,10.965784,0,0,FALSE
6.643856,0,22.364023,19.663733,0,10.965784,0,5.680382,23.663733,23.649425,0,6.643856,0,0,6.965784,41.705828,0,10.965784,6.643856,0,30.522452,11.505304,0,10.965784,FALSE
9.965784,0,0,6.643856,0,6.380822,0,0,6.643856,16.346606,0,0,0,6.380822,0,16.60964,0,0,0,0,6.643856,9.965784,0,0,TRUE
0,0,0,23.534883,6.643856,29.897353,0,0,4.556393,55.519699,0,0,17.656562,0,0,24.487962,0,17.931569,0,0,4.556393,0,0,55.519699,FALSE
0,0,17.346606,15.287712,0,0,0,0,6.380822,26.253497,0,0,0,0,0,32.634318,0,0,0,0,21.668534,10.965784,0,0,FALSE
3.02327,0,12.802286,5.717857,0,40.075914,3.02327,0,18.520142,40.075914,0,0,32.810569,0,0,21.543412,0,7.265345,3.02327,0,18.520142,0,10.965784,24.026988,TRUE
6.643856,0,9.965784,3.272297,0,0,0,0,9.965784,9.916154,0,0,0,0,0,19.881938,0,0,0,0,3.272297,16.60964,0,0,FALSE
0,0,0,8.158429,0,6.506353,0,0,0,14.664782,0,0,0,0,0,8.158429,0,6.506353,8.158429,0,0,0,0,6.506353,FALSE
0,0,0,18.811548,6.643856,14.012705,0,0,0,39.46811,0,0,15.024678,0,0,3.272297,0,21.171135,0,0,3.272297,14.012705,0,22.183107,TRUE
16.170204,0,8.965784,18.33011,0,0,16.170204,0,6.573467,20.722427,0,0,0,0,0,43.466098,0,0,16.170204,0,15.539251,0,0,11.756643,FALSE
9.965784,0,18.761644,27.253497,0,0,0,0,27.4055,28.575425,0,0,0,0,0,55.980925,0,0,9.965784,0,38.371284,7.643856,0,0,FALSE
0,0,28.089998,8.380822,0,0,0,0,6.158429,30.31239,0,0,0,0,0,36.47082,0,0,0,6.158429,19.346606,10.965784,0,0,FALSE
3.02327,0,17.683641,6.380822,0,9.965784,3.02327,0,10.965784,23.064463,0,0,9.965784,0,0,27.087733,0,0,3.02327,0,10.965784,13.098679,0,9.965784,FALSE
20.706911,0,11.866826,9.380822,20.893484,0,9.741127,0,21.247648,31.859268,0,0,20.893484,0,9.380822,32.573737,0,0,13.989054,0,15.954289,12.011216,0,20.893484,FALSE
0,0,0,42.402657,0,0,0,0,15.505304,26.897353,0,0,7.965784,0,10.965784,23.471088,0,0,0,0,10.965784,23.471088,0,7.965784,FALSE
8.643856,0,0,18.204302,0,0,0,0,10.045872,8.158429,0,8.643856,0,0,0,26.848158,0,0,8.643856,0,13.664782,4.53952,0,0,FALSE
7.643856,0,0,19.60964,0,0,0,0,19.60964,0,7.643856,0,0,0,0,27.253497,0,0,0,7.643856,19.60964,0,0,0,FALSE
0,0,16.346606,0,0,14.150209,0,0,23.990462,6.506353,0,0,0,0,0,16.346606,7.643856,6.506353,0,0,6.380822,17.60964,0,6.506353,FALSE
15.781821,0,0,15.522178,0,9.380822,0,0,4.556393,31.31239,4.816037,0,9.380822,0,10.965784,20.338215,0,0,0,4.816037,15.522178,10.965784,0,9.380822,FALSE
0,0,0,3.272297,9.965784,0,0,0,0,13.238082,0,0,9.965784,0,0,3.272297,0,0,0,0,3.272297,0,0,9.965784,FALSE
17.844106,0,17.346606,0,0,0,0,0,17.346606,0,0,17.844106,0,0,0,35.190712,0,0,17.844106,0,17.346606,0,0,0,FALSE
0,10.965784,9.380822,7.158429,0,0,0,0,16.539251,0,0,10.965784,0,0,0,27.505035,0,0,10.965784,0,9.380822,7.158429,0,0,FALSE
0,0,15.683641,20.931569,0,0,0,0,9.965784,26.649425,0,0,0,0,9.965784,26.649425,0,0,0,0,36.61521,0,0,0,TRUE
31.897353,18.761644,0,14.887174,0,0,9.965784,7.795859,0,36.818743,10.965784,0,27.437921,0,0,28.727428,0,9.380822,31.897353,10.965784,7.795859,0,0,14.887174,FALSE
6.717857,9.965784,23.598145,18.472137,0,0,6.717857,9.965784,31.104498,10.965784,0,0,0,0,8.158429,50.595493,0,0,0,9.380822,31.68946,17.683641,0,0,TRUE
0,8.158429,0,0,0,0,0,0,0,0,0,8.158429,0,0,0,8.158429,0,0,0,8.158429,0,0,0,0,FALSE
21.931569,8.158429,31.897353,19.931569,0,0,10.965784,9.965784,10.965784,30.897353,8.158429,10.965784,10.965784,0,10.965784,50.021567,9.965784,0,30.089998,9.965784,21.931569,8.965784,0,10.965784,FALSE
6.506353,0,0,18.761644,0,0,6.506353,0,9.380822,9.380822,0,0,0,0,9.380822,15.887174,0,0,6.506353,0,0,18.761644,0,0,FALSE
17.825555,0,0,0,0,0,3.02327,0,0,14.802286,0,0,0,0,0,17.825555,0,0,3.02327,0,0,14.802286,0,0,TRUE
15.361713,0,8.965784,17.539251,0,0,0,0,19.931569,13.291324,8.643856,0,0,0,10.965784,30.900964,0,0,6.573467,8.643856,19.931569,6.717857,0,0,TRUE
0,0,13.435714,7.158429,10.965784,0,0,0,0,31.559927,0,0,10.965784,0,0,13.435714,0,7.158429,0,0,0,13.435714,0,18.124214,FALSE
0,0,7.643856,30.756574,0,7.643856,0,0,39.47082,6.573467,0,0,0,7.643856,0,30.756574,7.643856,0,0,0,30.756574,7.643856,7.643856,0,FALSE
6.717857,0,6.058894,9.965784,0,7.643856,6.717857,0,16.024678,7.643856,0,0,7.643856,0,0,22.742535,0,0,0,0,16.024678,6.717857,0,7.643856,FALSE
0,0,0,6.380822,0,0,0,0,0,6.380822,0,0,6.380822,0,0,0,0,0,0,0,0,0,0,6.380822,FALSE
0,0,12.253849,9.845764,0,0,0,5.680382,6.573467,9.845764,0,0,0,0,6.573467,15.526146,0,0,0,0,15.526146,6.573467,0,0,FALSE
15.781821,8.380822,0,23.680607,0,0,0,0,4.556393,19.124214,4.816037,19.346606,0,0,0,47.84325,0,0,10.965784,13.196859,12.714823,10.965784,0,0,FALSE
0,0,9.965784,0,8.158429,0,0,0,0,8.158429,9.965784,0,8.158429,0,0,9.965784,0,0,0,9.965784,0,0,0,8.158429,FALSE
7.265345,0,8.965784,20.301163,0,0,0,0,19.301163,9.965784,0,7.265345,0,0,0,36.532292,0,0,7.265345,0,18.931569,10.335379,0,0,FALSE
0,0,0,43.114676,0,0,0,0,28.575425,14.539251,0,0,0,0,6.573467,36.541209,0,0,0,0,28.575425,14.539251,0,0,FALSE
3.02327,0,0,29.781321,0,0,3.02327,0,15.522178,14.259143,0,0,8.380822,0,0,24.423769,0,0,3.02327,0,15.522178,0,0,14.259143,FALSE
0,0,6.573467,34.693212,0,0,0,0,15.539251,25.727428,0,0,0,0,0,41.266679,0,0,0,0,15.539251,25.727428,0,0,FALSE
9.965784,0,26.611951,14.844106,0,0,0,0,14.844106,36.577735,0,0,0,0,4.878321,46.543519,0,0,0,9.380822,17.231129,24.80989,0,0,FALSE
6.643856,9.965784,0,13.646166,0,0,9.965784,0,6.265345,14.024678,0,0,0,0,0,30.255807,0,0,0,0,16.231129,14.024678,0,0,FALSE
6.878321,0,18.346606,7.265345,0,0,0,0,25.611951,0,0,6.878321,0,0,0,32.490272,0,0,6.878321,0,25.611951,0,0,0,FALSE
9.965784,0,0,9.965784,10.965784,9.965784,9.965784,0,9.965784,20.931569,0,0,20.931569,0,0,19.931569,0,0,9.965784,0,9.965784,0,0,20.931569,FALSE
10.965784,0,7.158429,0,0,8.965784,0,0,0,16.124214,10.965784,0,8.965784,0,0,18.124214,0,0,0,10.965784,7.158429,0,0,8.965784,FALSE
10.965784,0,15.761644,0,0,0,0,0,15.761644,10.965784,0,0,0,0,0,26.727428,0,0,10.965784,7.965784,7.795859,0,0,0,FALSE
10.965784,0,10.965784,18.931569,0,0,0,0,18.931569,21.931569,0,0,10.965784,0,0,29.897353,0,0,0,0,18.931569,10.965784,0,10.965784,TRUE
7.643856,0,29.080344,14.238082,0,0,0,0,33.938325,9.380101,7.643856,0,0,0,6.107803,44.854478,0,0,0,7.643856,43.318425,0,0,0,FALSE
0,0,5.92139,10.965784,7.158429,5.380822,0,7.158429,5.92139,16.346606,0,0,0,5.380822,10.965784,13.07982,0,0,0,0,5.92139,18.124214,0,5.380822,FALSE
0,8.158429,0,18.226586,0,0,0,0,14.954289,3.272297,0,8.158429,0,0,8.380822,18.004194,0,0,0,8.158429,18.226586,0,0,0,TRUE
0,0,6.573467,10.965784,9.965784,0,0,0,6.573467,20.931569,0,0,0,9.965784,0,17.539251,0,0,0,0,6.573467,10.965784,0,9.965784,FALSE
0,7.965784,29.446472,0,0,10.965784,0,7.965784,18.480687,21.931569,0,0,0,0,10.965784,37.412256,0,0,0,7.965784,18.480687,10.965784,0,10.965784,FALSE
3.02327,0,0,8.643856,0,0,3.02327,0,8.643856,0,0,0,0,0,0,11.667126,0,0,3.02327,0,8.643856,0,0,0,FALSE
26.852959,0,9.380822,8.380822,0,0,0,0,17.761644,20.931569,5.92139,0,0,0,8.380822,36.233781,0,0,26.852959,0,17.761644,0,0,0,FALSE
0,0,0,17.539251,0,7.795859,0,0,9.380822,15.954289,0,0,15.954289,0,0,9.380822,0,0,0,0,9.380822,0,0,15.954289,FALSE
0,0,0,24.902999,0,0,0,0,13.937215,10.965784,0,0,0,0,10.965784,13.937215,0,0,0,0,4.556393,20.346606,0,0,TRUE
3.02327,0,13.674181,5.878321,0,0,3.02327,0,13.674181,5.878321,0,0,0,0,0,22.575772,0,0,3.02327,0,0,13.674181,0,5.878321,FALSE
0,0,0,6.380822,0,0,0,0,6.380822,0,0,0,0,0,6.380822,0,0,0,0,0,6.380822,0,0,0,FALSE
9.380822,0,14.876286,28.089998,0,0,0,0,15.316859,27.649425,9.380822,0,0,0,9.965784,42.381322,0,0,9.380822,0,15.316859,27.649425,0,0,FALSE
29.575425,0,0,10.965784,7.158429,7.265345,10.965784,0,10.965784,14.423774,18.60964,0,7.158429,0,0,40.541209,0,7.265345,10.965784,7.643856,10.965784,10.965784,0,14.423774,FALSE
3.02327,0,18.124214,3.272297,0,0,3.02327,0,18.124214,3.272297,0,0,0,0,0,24.419781,0,0,3.02327,0,21.396511,0,0,0,FALSE
7.795859,0,8.380822,7.265345,0,0,0,0,7.265345,16.176681,0,0,0,0,0,23.442026,0,0,0,0,7.265345,16.176681,0,0,TRUE
4.816037,0,8.158429,11.430727,9.380822,0,0,0,0,28.969978,4.816037,0,9.380822,0,0,24.405193,0,0,0,4.816037,19.589156,0,0,9.380822,TRUE
10.965784,0,32.897353,31.897353,0,15.60964,0,0,31.897353,48.506993,10.965784,0,7.643856,7.965784,0,75.76049,0,0,10.965784,10.965784,31.897353,21.931569,7.965784,7.643856,FALSE
22.137465,7.965784,6.717857,22.295582,0,0,0,0,16.539251,20.855009,7.965784,13.756643,0,0,0,59.116688,0,0,30.103249,0,16.539251,12.474188,0,0,TRUE
0,0,9.380822,14.150209,0,0,0,0,23.531031,0,0,0,0,0,0,23.531031,0,0,0,0,23.531031,0,0,0,TRUE
9.380822,7.795859,0,29.897353,0,6.380822,0,0,29.897353,6.380822,17.176681,0,0,36.278175,0,17.176681,0,0,9.380822,7.795859,0,0,29.897353,0,TRUE
7.643856,0,0,27.31239,7.158429,0,0,0,0,34.47082,7.643856,0,7.158429,0,0,34.956247,0,0,0,7.643856,9.965784,17.346606,0,7.158429,FALSE
6.795859,0,0,0,0,0,0,0,0,6.795859,0,0,0,0,0,6.795859,0,0,0,0,0,6.795859,0,0,FALSE
3.02327,0,0,0,0,5.083141,3.02327,0,0,5.083141,0,0,5.083141,0,0,3.02327,0,0,3.02327,0,0,0,0,0,FALSE
13.989054,0,0,5.878321,0,18.931569,3.02327,0,0,35.775674,0,0,0,18.931569,0,19.867376,0,0,13.989054,0,0,0,7.965784,5.878321,FALSE
7.643856,0,0,0,0,10.965784,0,0,0,10.965784,7.643856,0,0,0,0,18.60964,0,0,0,7.643856,0,0,0,10.965784,TRUE
10.965784,0,0,13.024678,5.756331,0,0,0,6.380822,23.365971,0,0,12.400187,0,6.380822,10.965784,0,0,10.965784,0,6.380822,0,0,12.400187,FALSE
3.02327,0,0,12.937215,0,0,3.02327,0,12.937215,0,0,0,0,0,0,15.960485,0,0,3.02327,0,12.937215,0,0,0,FALSE
3.02327,7.795859,0,22.142465,0,5.380822,10.819129,0,0,27.523287,0,0,6.380822,5.380822,0,26.580773,0,0,3.02327,0,17.176681,6.380822,0,11.761644,TRUE
0,0,7.965784,6.380822,0,0,0,0,14.346606,0,0,0,0,0,6.380822,7.965784,0,0,0,7.965784,6.380822,0,0,0,FALSE
4.816037,0,7.506353,16.931569,10.965784,0,0,0,16.472137,18.931569,4.816037,0,0,0,0,32.253958,0,7.965784,0,13.781821,7.506353,0,10.965784,7.965784,FALSE
17.683641,0,21.598145,34.877295,0,17.024678,6.717857,0,40.936189,32.563929,10.965784,0,8.380822,14.530689,9.380822,58.891426,0,0,0,10.965784,41.944751,6.717857,22.911511,8.643856,FALSE
0,0,44.436604,7.643856,0,0,0,0,52.08046,0,0,0,0,0,0,52.08046,0,0,0,6.158429,45.922031,0,0,0,TRUE
0,0,17.761644,9.965784,0,0,0,0,0,27.727428,0,0,0,0,0,27.727428,0,0,0,0,18.346606,9.380822,0,0,FALSE
0,8.380822,18.931569,18.761644,0,0,0,0,8.965784,28.727428,8.380822,0,18.761644,0,8.965784,18.346606,0,0,8.380822,0,18.931569,18.761644,0,0,FALSE
20.931569,0,0,24.203866,0,18.60964,0,0,20.931569,21.881938,9.965784,10.965784,7.643856,0,0,45.135434,10.965784,0,10.965784,9.965784,24.203866,10.965784,0,7.643856,FALSE
0,0,0,6.965784,0,0,0,0,0,6.965784,0,0,0,0,6.965784,0,0,0,0,0,0,6.965784,0,0,FALSE
0,0,10.965784,37.436872,0,0,0,0,15.505304,32.897353,0,0,0,0,0,48.402657,0,0,0,0,32.897353,15.505304,0,0,FALSE
0,0,7.643856,10.965784,0,6.965784,0,0,0,25.575425,0,0,0,6.965784,7.643856,10.965784,0,0,0,0,7.643856,10.965784,0,0,FALSE
10.965784,9.380822,7.158429,23.112718,10.965784,0,0,9.380822,8.380822,43.821894,0,0,19.124214,0,0,42.459324,0,0,0,0,24.33511,18.124214,0,19.124214,FALSE
10.965784,0,19.931569,50.243358,0,0,10.965784,0,39.541209,30.633717,0,0,0,0,14.316859,66.823852,0,0,27.282643,0,53.858068,0,0,0,FALSE
0,0,9.965784,38.733854,0,16.176681,0,10.965784,10.965784,42.944751,0,0,16.176681,0,8.643856,40.055782,0,0,0,0,31.897353,16.802286,16.176681,0,FALSE
8.643856,0,16.176681,29.641097,0,0,0,0,29.278527,6.573467,18.60964,0,0,0,6.573467,47.888167,0,0,0,8.643856,39.244311,6.573467,0,0,FALSE
0,0,5.717857,33.85191,0,0,0,0,33.85191,5.717857,0,0,0,0,0,39.569767,0,0,0,0,35.030247,4.53952,0,0,FALSE
3.02327,0,7.158429,10.965784,0,18.346606,3.02327,0,0,36.47082,0,0,0,9.965784,0,29.528305,0,0,3.02327,0,7.158429,10.965784,9.965784,8.380822,FALSE
4.816037,0,10.965784,6.544595,0,6.158429,0,0,0,23.668808,4.816037,0,6.158429,0,10.965784,11.360632,0,0,0,4.816037,6.544595,10.965784,0,6.158429,TRUE
8.643856,0,0,0,0,5.083141,0,0,0,5.083141,0,8.643856,5.083141,0,0,8.643856,0,0,0,8.643856,0,0,0,0,FALSE
6.878321,0,0,26.327497,0,0,0,0,26.327497,0,0,6.878321,0,0,0,33.205819,0,0,6.878321,0,26.327497,0,0,0,FALSE
7.380822,0,6.210897,0,0,0,0,0,6.210897,0,7.380822,0,0,0,0,13.591719,0,0,0,7.380822,6.210897,0,0,0,TRUE
0,0,15.539251,17.024678,0,6.795859,0,0,24.920073,14.439715,0,0,6.795859,0,0,32.563929,0,0,0,0,32.563929,0,6.795859,0,FALSE
6.643856,0,0,10.965784,0,6.158429,0,0,10.965784,12.802286,0,0,6.158429,0,0,17.60964,0,0,0,0,10.965784,6.643856,0,6.158429,FALSE
7.380822,8.965784,7.158429,9.965784,8.643856,9.965784,0,8.643856,0,27.089998,7.380822,8.965784,0,9.965784,0,42.114676,0,0,0,16.346606,9.965784,15.802286,9.965784,0,FALSE
0,0,0,17.761644,0,0,0,0,9.965784,7.795859,0,0,0,0,17.761644,0,0,0,0,0,9.965784,7.795859,0,0,FALSE
0,0,15.439715,34.453746,0,0,0,0,0,49.893462,0,0,0,0,18.60964,31.283821,0,0,0,0,7.643856,36.371284,0,5.878321,TRUE
0,7.380822,0,20.931569,0,7.643856,0,0,10.965784,17.60964,0,7.380822,7.643856,0,0,28.31239,0,0,7.380822,0,20.931569,0,0,7.643856,FALSE
0,0,16.539251,38.850032,0,9.965784,0,0,29.31239,36.042677,0,0,0,9.965784,7.265345,39.743117,0,8.380822,0,0,29.777333,17.231129,0,18.346606,FALSE
5.92139,8.380822,35.312119,15.802286,0,0,0,0,51.114405,0,14.302212,0,0,0,0,65.416617,0,0,14.302212,0,43.955975,7.158429,0,0,FALSE
0,0,19.124214,23.727428,0,0,0,0,34.885857,7.965784,0,0,7.965784,0,9.965784,24.920073,0,0,0,0,29.089998,5.795859,0,7.965784,FALSE
10.737427,0,10.965784,18.761644,5.756331,0,5.92139,0,9.380822,26.102937,4.816037,0,5.756331,0,0,40.464855,0,0,0,4.816037,9.380822,26.267996,0,5.756331,FALSE
9.965784,0,30.31239,40.693212,0,6.158429,9.965784,0,61.039818,16.124214,0,0,6.158429,0,9.965784,71.005602,0,0,0,0,61.039818,19.931569,0,6.158429,FALSE
0,0,0,16.231129,0,0,0,0,16.231129,0,0,0,0,0,0,16.231129,0,0,0,0,16.231129,0,0,0,FALSE
3.02327,18.231129,19.124214,23.920073,0,6.795859,3.02327,18.231129,32.078502,17.761644,0,0,6.795859,0,10.965784,53.332901,0,0,3.02327,7.265345,30.089998,23.920073,6.795859,0,TRUE
9.965784,0,19.60964,12.143666,0,0,0,0,20.787522,10.965784,0,9.965784,0,7.265345,4.878321,29.575425,0,0,0,9.965784,8.643856,15.844106,7.265345,0,FALSE
7.265345,6.795859,0,67.946983,0,14.463963,0,0,0,82.410946,6.795859,7.265345,5.083141,9.380822,6.573467,75.43472,0,0,14.061204,0,28.476163,39.47082,0,9.380822,TRUE
10.965784,0,9.965784,5.506353,0,10.965784,0,0,0,26.437921,10.965784,0,16.472137,0,0,20.931569,0,0,0,10.965784,9.965784,0,0,16.472137,FALSE
0,0,24.183107,18.931569,0,0,0,0,16.024678,27.089998,0,0,0,0,0,43.114676,0,0,0,0,26.990462,16.124214,0,0,FALSE
6.717857,0,5.717857,15.761644,0,0,0,0,15.761644,12.435714,0,0,0,0,0,28.197357,0,0,0,0,15.683641,12.513716,0,0,FALSE
0,0,0,30.897353,0,0,10.965784,0,0,19.931569,0,0,0,0,10.965784,19.931569,0,0,10.965784,0,0,19.931569,0,0,FALSE
3.02327,0,0,8.965784,0,0,3.02327,0,0,8.965784,0,0,0,0,0,11.989054,0,0,3.02327,0,8.965784,0,0,0,FALSE
0,0,20.346606,23.295582,0,8.158429,0,0,19.124214,32.676404,0,0,0,0,9.380822,34.261366,8.158429,0,0,0,26.920073,24.880545,0,0,FALSE
0,0,21.931569,0,0,24.429747,0,0,21.931569,24.429747,0,0,13.463963,0,0,32.897353,0,0,0,0,21.931569,0,0,19.346606,FALSE
3.02327,0,0,5.878321,0,0,3.02327,0,0,5.878321,0,0,0,0,0,8.901591,0,0,3.02327,0,0,0,0,5.878321,TRUE
0,0,16.646166,8.643856,0,10.166282,0,5.680382,10.965784,18.810139,0,0,10.166282,0,8.643856,16.646166,0,0,0,0,25.290023,0,0,0,FALSE
0,8.965784,0,18.931569,9.965784,0,0,0,9.965784,18.931569,0,8.965784,0,9.965784,0,27.897353,0,0,0,8.965784,9.965784,8.965784,0,9.965784,FALSE
12.081382,0,0,15.761644,0,0,0,0,4.795859,10.965784,4.816037,7.265345,0,0,10.965784,16.877241,0,0,7.265345,4.816037,0,15.761644,0,0,FALSE
13.435714,9.965784,0,3.272297,10.965784,10.965784,0,9.965784,0,38.639579,0,0,21.931569,0,0,26.673795,0,0,0,0,13.238082,13.435714,0,10.965784,FALSE
0,0,28.990462,0,0,9.965784,0,0,27.990462,10.965784,0,0,0,0,0,18.024678,20.931569,0,0,0,18.024678,20.931569,0,0,FALSE
10.965784,0,0,53.941396,0,0,0,0,37.219281,27.687899,0,0,0,0,0,64.90718,0,0,10.965784,0,37.219281,16.722115,0,0,FALSE
0,0,0,18.90654,0,0,0,0,5.506353,13.400187,0,0,0,0,0,18.90654,0,0,0,0,5.506353,13.400187,0,0,FALSE
0,0,10.965784,32.044555,0,0,0,0,22.663733,20.346606,0,0,0,0,0,43.010339,0,0,9.380822,10.965784,7.158429,15.505304,0,0,FALSE
0,7.380822,0,17.422506,0,0,0,0,14.150209,3.272297,7.380822,0,0,0,0,24.803328,0,0,7.380822,0,17.422506,0,0,0,FALSE
6.643856,0,0,4.795859,0,0,0,0,4.795859,0,0,6.643856,0,0,0,11.439715,0,0,6.643856,0,0,4.795859,0,0,TRUE
9.819129,0,7.965784,0,0,0,3.02327,0,7.965784,6.795859,0,0,0,0,0,17.784913,0,0,3.02327,0,0,14.761644,0,0,TRUE
9.380822,0,15.061204,3.272297,0,0,0,5.680382,9.380822,12.653119,0,0,0,0,0,27.714323,0,0,0,0,18.333501,9.380822,0,0,FALSE
0,7.643856,34.40781,0,0,0,0,0,25.026988,0,9.380822,7.643856,0,0,0,42.051666,0,0,7.643856,9.380822,17.761644,7.265345,0,0,FALSE
0,0,0,4.556393,0,0,0,0,4.556393,0,0,0,0,0,0,4.556393,0,0,0,0,4.556393,0,0,0,FALSE
28.589924,14.761644,0,31.999725,0,9.380822,0,0,17.761644,36.906616,5.92139,24.142465,0,9.380822,0,64.385509,0,10.965784,30.063856,0,21.033941,13.287712,0,20.346606,FALSE
0,0,0,32.897353,0,9.380822,0,0,21.931569,20.346606,0,0,0,0,9.380822,32.897353,0,0,0,0,21.931569,10.965784,0,9.380822,FALSE
0,0,27.80989,9.380822,0,19.346606,0,0,9.965784,46.571534,0,0,9.380822,0,10.965784,26.224928,0,9.965784,0,0,9.965784,27.80989,0,18.761644,FALSE
5.92139,0,14.176681,10.965784,0,8.380822,5.92139,0,17.346606,16.176681,0,0,0,8.380822,0,31.063856,0,0,0,0,17.346606,13.717249,0,8.380822,FALSE
0,0,8.380822,7.795859,0,9.380822,0,0,16.176681,9.380822,0,0,9.380822,0,8.380822,7.795859,0,0,0,0,16.176681,0,0,9.380822,FALSE
0,0,10.965784,17.761644,0,7.506353,0,0,18.761644,17.472137,0,0,7.506353,0,0,28.727428,0,0,0,0,17.761644,10.965784,0,7.506353,TRUE
0,0,0,15.954289,0,0,0,0,0,15.954289,0,0,0,0,9.380822,6.573467,0,0,0,0,6.573467,9.380822,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,10.965784,54.232463,6.643856,5.380822,0,0,40.863137,36.359788,0,0,16.60964,5.380822,0,55.232463,0,0,14.369326,0,29.897353,10.965784,0,21.990462,FALSE
