"ecstasy","joy","serenity","pensiveness","sadness","grief","vigilance","anticipation","interest","distraction","surprise","amazement","rage","anger","annoyance","apprehension","fear","terror","admiration","trust","acceptance","boredom","disgust","loathing","desgosto"
16.887174,0,9.380822,7.795859,0,10.965784,5.92139,0,9.380822,29.727428,0,0,10.965784,0,0,34.063856,0,0,10.965784,0,0,23.098071,0,10.965784,TRUE
5.92139,0,15.539251,9.380822,8.965784,0,0,0,6.573467,27.31239,5.92139,0,8.965784,0,18.346606,12.494857,0,0,5.92139,0,6.573467,18.346606,0,8.965784,FALSE
19.60964,0,0,5.756331,0,7.965784,10.965784,0,0,13.722115,8.643856,0,7.965784,0,0,25.365971,0,0,0,8.643856,0,16.722115,0,7.965784,FALSE
0,0,14.664782,14.472137,0,0,0,0,14.664782,14.472137,0,0,0,0,21.97849,7.158429,0,0,0,0,0,29.136919,0,0,FALSE
0,0,17.124214,17.761644,0,0,0,0,34.885857,0,0,0,0,0,0,34.885857,0,0,0,6.158429,28.727428,0,0,0,FALSE
8.965784,0,0,24.360131,0,0,0,0,9.434715,14.925416,0,8.965784,0,0,4.878321,28.447594,0,0,8.965784,0,11.100988,13.259143,0,0,TRUE
3.02327,0,0,9.965784,0,19.60964,3.02327,0,9.965784,19.60964,0,0,8.643856,0,0,23.954838,0,0,3.02327,0,9.965784,0,0,19.60964,TRUE
8.380822,0,21.931569,0,0,0,8.380822,10.965784,10.965784,0,0,0,0,0,0,30.31239,0,0,0,0,21.931569,8.380822,0,0,FALSE
6.965784,0,0,4.795859,0,0,0,0,4.795859,6.965784,0,0,0,0,0,11.761644,0,0,6.965784,0,0,4.795859,0,0,FALSE
17.287712,0,13.089218,24.803328,5.756331,0,0,0,18.595571,25.053306,8.643856,8.643856,12.400187,0,0,48.536402,0,0,18.024678,8.643856,16.574509,5.293359,0,12.400187,FALSE
5.92139,0,9.965784,0,0,0,5.92139,9.965784,0,0,0,0,0,0,0,15.887174,0,0,0,0,9.965784,5.92139,0,0,FALSE
0,0,17.024678,6.878321,0,6.506353,0,0,23.902999,6.506353,0,0,0,0,0,23.902999,0,6.506353,0,0,23.902999,6.506353,0,0,FALSE
16.740519,0,0,0,0,10.965784,8.94466,0,0,10.965784,7.795859,0,10.965784,0,0,16.740519,0,0,10.819129,0,0,5.92139,0,10.965784,TRUE
10.965784,0,11.84278,6.965784,10.965784,0,0,10.965784,11.84278,17.931569,0,0,0,0,6.965784,33.774349,0,0,10.965784,0,11.84278,17.931569,0,0,FALSE
4.816037,0,0,9.965784,0,0,0,0,0,9.965784,4.816037,0,0,0,0,14.781821,0,0,0,4.816037,0,9.965784,0,0,FALSE
8.158429,0,6.573467,45.802011,0,0,0,9.380822,22.697681,20.296975,0,8.158429,0,0,0,60.533907,0,0,8.158429,0,35.3508,17.024678,0,0,TRUE
24.954838,0,35.634318,15.098679,0,0,13.989054,0,31.386391,19.346606,0,10.965784,0,0,9.965784,65.722051,0,0,24.954838,0,41.352175,9.380822,0,0,FALSE
6.717857,0,8.965784,0,0,0,0,0,8.965784,6.717857,0,0,0,0,0,15.683641,0,0,0,0,8.965784,6.717857,0,0,FALSE
10.965784,0,5.293359,0,5.756331,0,10.965784,0,5.293359,5.756331,0,0,5.756331,0,0,16.259143,0,0,10.965784,0,0,5.293359,0,5.756331,FALSE
8.158429,0,22.401498,22.14916,0,0,0,10.965784,13.505304,20.07957,0,8.158429,0,0,11.435714,41.273374,0,0,16.802286,0,19.931569,15.975233,0,0,TRUE
9.965784,0,0,5.795859,0,0,0,0,5.795859,0,0,9.965784,0,0,0,15.761644,0,0,9.965784,0,0,5.795859,0,0,FALSE
25.064463,0,0,5.795859,6.643856,7.380822,15.098679,0,5.795859,14.024678,0,9.965784,14.024678,0,0,30.860322,0,0,9.965784,0,0,20.894538,0,14.024678,FALSE
10.965784,0,0,31.40781,0,0,0,0,5.680382,25.727428,10.965784,0,0,0,25.727428,16.646166,0,0,10.965784,0,5.680382,25.727428,0,0,FALSE
12.989054,0,17.844106,24.471088,0,0,3.02327,10.965784,20.383625,10.965784,9.965784,0,0,0,10.965784,44.338464,0,0,3.02327,9.965784,26.80989,15.505304,0,0,FALSE
6.795859,8.965784,8.643856,19.346606,0,0,8.965784,0,19.346606,15.439715,0,0,0,9.380822,0,25.4055,8.965784,0,0,8.965784,9.965784,15.439715,9.380822,0,FALSE
7.795859,0,0,8.965784,0,0,0,0,8.965784,0,7.795859,0,0,0,0,16.761644,0,0,7.795859,0,0,8.965784,0,0,TRUE
22.954838,0,15.591719,9.380822,0,0,13.989054,0,24.97254,0,0,8.965784,0,0,0,47.927379,0,0,22.954838,0,24.97254,0,0,0,FALSE
0,0,26.253497,10.965784,0,0,0,0,21.931569,15.287712,0,0,0,0,15.287712,21.931569,0,0,0,0,37.219281,0,0,0,TRUE
0,8.158429,11.739276,25.142465,0,0,0,5.680382,14.439715,16.761644,8.158429,0,0,0,0,35.659349,9.380822,0,8.158429,0,20.120098,16.761644,0,0,FALSE
8.380822,0,0,6.643856,0,15.761644,8.380822,0,0,22.4055,0,0,22.4055,0,0,8.380822,0,0,0,0,0,8.380822,0,22.4055,FALSE
0,0,0,34.693212,0,0,0,0,0,34.693212,0,0,0,0,0,16.761644,0,17.931569,0,0,0,16.761644,0,17.931569,TRUE
0,0,18.231129,8.643856,0,0,0,0,19.60964,7.265345,0,0,0,0,7.265345,19.60964,0,0,0,0,26.874985,0,0,0,TRUE
38.956247,10.965784,9.965784,8.380822,0,7.506353,8.380822,10.965784,9.965784,26.852959,8.643856,10.965784,0,0,0,59.887815,0,15.887174,30.31239,8.643856,10.965784,17.472137,0,8.380822,FALSE
0,7.643856,7.265345,0,0,0,0,0,7.265345,0,0,7.643856,0,0,0,14.909201,0,0,7.643856,0,0,7.265345,0,0,FALSE
0,0,18.124214,15.844106,0,8.965784,0,0,4.878321,38.055782,0,0,8.965784,0,4.878321,18.124214,0,10.965784,0,0,18.124214,15.844106,0,8.965784,FALSE
0,0,17.60964,16.150209,5.756331,0,0,0,17.287712,22.228468,0,0,5.756331,0,8.965784,24.794065,0,0,0,0,26.253497,7.506353,0,5.756331,TRUE
10.965784,10.965784,0,25.852959,0,0,10.965784,0,16.472137,9.380822,10.965784,0,0,0,9.380822,38.403706,0,0,10.965784,10.965784,16.472137,9.380822,0,0,FALSE
0,0,10.586718,18.024678,0,6.158429,0,0,19.96754,14.802286,0,0,6.158429,0,0,28.611396,0,0,8.643856,0,9.380822,10.586718,0,6.158429,FALSE
10.965784,0,10.965784,6.265345,0,0,0,0,17.231129,10.965784,0,0,0,0,0,28.196913,0,0,10.965784,0,17.231129,0,0,0,FALSE
6.573467,0,16.931569,5.878321,7.643856,0,6.573467,0,16.931569,13.522178,0,0,0,0,0,37.027213,0,0,6.573467,0,22.80989,0,7.643856,0,TRUE
8.380822,0,0,25.505035,0,0,8.380822,0,9.965784,15.539251,0,0,0,0,6.573467,27.31239,0,0,0,0,9.965784,23.920073,0,0,TRUE
0,0,0,13.287712,0,0,0,0,13.287712,0,0,0,0,0,0,13.287712,0,0,0,0,13.287712,0,0,0,TRUE
9.380822,8.380822,10.965784,22.960715,0,0,9.380822,0,33.926499,0,0,8.380822,0,0,0,51.688143,0,0,17.761644,0,19.60964,14.316859,0,0,FALSE
3.02327,0,0,10.965784,8.965784,0,3.02327,0,0,19.931569,0,0,8.965784,0,10.965784,3.02327,0,0,3.02327,0,0,10.965784,0,8.965784,FALSE
0,0,7.265345,20.346606,0,0,0,0,16.646166,10.965784,0,0,0,0,0,27.611951,0,0,0,0,0,27.611951,0,0,FALSE
0,0,9.965784,21.97849,0,7.506353,0,0,20.931569,18.519058,0,0,18.519058,0,0,20.931569,0,0,0,0,20.931569,0,0,18.519058,FALSE
14.683641,0,6.210897,32.992772,0,0,0,0,20.97254,24.948986,7.965784,0,0,0,0,53.88731,0,0,0,7.965784,16.176681,29.744845,0,0,FALSE
9.069809,10.965784,33.292333,14.238082,0,7.643856,9.069809,0,18.60964,36.56463,10.965784,0,0,0,18.761644,48.804364,7.643856,0,20.035594,0,47.530414,7.643856,0,0,FALSE
3.02327,0,6.573467,5.717857,7.158429,0,3.02327,0,12.291324,7.158429,0,0,7.158429,0,0,15.314593,0,0,3.02327,0,12.291324,0,0,7.158429,FALSE
23.954838,19.931569,0,0,0,0,3.02327,19.931569,0,10.965784,9.965784,0,0,0,0,43.886407,0,0,23.954838,0,19.931569,0,0,0,TRUE
9.965784,0,0,0,0,0,9.965784,0,0,0,0,0,0,0,0,9.965784,0,0,9.965784,0,0,0,0,0,FALSE
0,9.965784,15.539251,0,0,0,0,0,15.539251,0,0,9.965784,0,0,0,25.505035,0,0,9.965784,0,15.539251,0,0,0,FALSE
14.761644,0,10.965784,8.965784,0,10.965784,6.380822,0,8.965784,30.31239,0,0,10.965784,0,0,34.693212,0,0,6.380822,0,19.931569,8.380822,0,10.965784,FALSE
6.717857,8.158429,0,32.646391,0,0,0,0,24.002535,15.361713,0,8.158429,0,0,0,47.522677,0,0,8.158429,0,32.646391,6.717857,0,0,TRUE
8.643856,0,18.761644,46.489071,8.643856,7.965784,0,8.643856,54.284931,27.575425,0,0,0,0,0,82.538427,0,7.965784,8.643856,0,48.489071,25.4055,0,7.965784,FALSE
5.92139,0,13.674181,31.605749,6.643856,0,5.92139,0,25.348361,15.60964,0,10.965784,17.60964,0,0,40.235536,0,0,0,0,15.259143,35.942177,0,6.643856,FALSE
0,0,17.024678,13.854753,0,0,0,0,19.913647,10.965784,0,0,0,0,10.965784,19.913647,0,0,0,0,19.913647,10.965784,0,0,FALSE
19.931569,0,8.380822,10.965784,9.965784,6.380822,0,0,19.346606,16.346606,10.965784,8.965784,0,16.346606,0,39.278175,0,0,8.965784,10.965784,8.380822,10.965784,0,9.965784,FALSE
0,0,0,17.539251,0,9.965784,0,0,10.965784,6.573467,0,9.965784,0,0,0,17.539251,0,9.965784,0,0,6.573467,10.965784,0,9.965784,FALSE
17.346606,0,0,9.965784,0,18.346606,0,0,0,28.31239,7.380822,9.965784,8.380822,0,0,37.278175,0,0,9.965784,7.380822,0,9.965784,0,18.346606,FALSE
0,0,7.058894,15.539251,0,21.852959,0,0,16.024678,28.426426,0,0,7.506353,14.346606,0,22.598145,0,0,6.573467,0,7.058894,8.965784,0,21.852959,TRUE
21.931569,0,10.965784,7.158429,0,0,0,0,0,18.124214,21.931569,0,0,0,18.124214,21.931569,0,0,21.931569,0,7.158429,10.965784,0,0,FALSE
10.965784,0,7.158429,10.965784,0,0,0,0,10.965784,7.158429,0,10.965784,0,0,0,29.089998,0,0,0,21.931569,0,7.158429,0,0,FALSE
0,0,36.885857,28.575425,0,0,0,0,25.183107,50.243959,0,0,0,9.965784,10.965784,54.495498,0,0,0,0,34.148892,31.31239,9.965784,0,FALSE
0,0,19.584045,9.965784,0,10.965784,0,0,16.176681,24.338932,0,0,0,0,13.373148,27.142465,0,0,0,0,29.549829,0,0,10.965784,FALSE
0,0,0,14.794475,21.931569,0,0,0,4.878321,31.847722,0,0,17.60964,10.965784,4.878321,3.272297,0,0,0,0,3.272297,4.878321,0,28.575425,FALSE
0,0,0,5.756331,0,0,0,0,0,5.756331,0,0,0,0,0,5.756331,0,0,0,0,0,5.756331,0,0,FALSE
0,9.380822,7.158429,19.203866,10.965784,0,0,0,7.965784,29.362295,9.380822,0,10.965784,0,0,35.743117,0,0,9.380822,0,10.430727,15.931569,0,10.965784,FALSE
0,0,5.643856,7.058894,0,0,0,0,12.70275,0,0,0,0,0,0,12.70275,0,0,0,0,12.70275,0,0,0,TRUE
0,10.965784,35.190712,19.238249,6.643856,0,0,0,47.855494,13.217323,10.965784,0,6.643856,0,10.965784,54.428961,0,0,17.539251,0,42.562135,5.293359,0,6.643856,FALSE
20.931569,0,6.878321,21.203866,7.965784,0,0,0,6.878321,39.135434,0,10.965784,0,7.965784,0,49.013756,0,0,20.931569,0,10.150619,17.931569,0,7.965784,FALSE
7.506353,0,8.965784,3.272297,8.158429,0,0,0,0,27.902864,0,0,8.158429,0,0,19.744434,0,0,0,0,12.238082,7.506353,0,8.158429,TRUE
4.816037,0,0,10.965784,0,7.643856,0,0,10.965784,7.643856,4.816037,0,7.643856,0,0,15.781821,0,0,0,4.816037,10.965784,0,0,7.643856,TRUE
5.92139,0,21.598145,20.346606,0,6.795859,0,0,32.563929,16.176681,5.92139,0,6.795859,0,9.380822,38.485319,0,0,5.92139,0,32.563929,9.380822,6.795859,0,FALSE
4.816037,0,0,10.965784,0,0,0,0,0,10.965784,4.816037,0,0,0,10.965784,4.816037,0,0,0,4.816037,10.965784,0,0,0,FALSE
9.380822,0,0,48.922031,0,0,9.380822,0,38.956247,9.965784,0,0,9.965784,0,0,48.337068,0,0,9.380822,0,38.956247,0,0,9.965784,FALSE
9.965784,0,10.965784,9.965784,0,0,9.965784,0,20.931569,0,0,0,0,0,0,30.897353,0,0,0,0,20.931569,9.965784,0,0,FALSE
0,0,19.931569,43.337068,0,7.380822,0,0,43.337068,27.31239,0,0,7.380822,0,0,63.268637,0,0,0,0,46.506993,16.761644,0,7.380822,FALSE
0,0,7.158429,40.796359,8.158429,0,0,0,49.539751,6.573467,0,0,0,0,0,56.113218,0,0,6.573467,0,41.381322,8.158429,0,0,FALSE
0,0,6.878321,12.224209,0,21.931569,0,0,13.596178,27.437921,0,0,16.472137,10.965784,0,13.596178,0,0,0,0,13.596178,0,0,16.472137,FALSE
0,0,13.024678,47.614486,0,0,7.965784,0,35.134128,17.539251,0,0,0,0,11.451788,49.187375,0,0,10.965784,6.965784,23.290023,19.417573,0,0,FALSE
3.02327,9.965784,15.591719,27.687899,0,8.380822,3.02327,0,26.557503,25.102937,9.965784,0,8.380822,0,9.380822,46.88785,0,0,12.989054,0,26.557503,16.722115,0,8.380822,TRUE
9.965784,10.965784,6.107803,25.900767,0,0,0,0,14.47004,17.53853,9.965784,10.965784,0,0,19.144554,33.795584,0,0,10.965784,9.965784,9.380101,22.628469,0,0,FALSE
0,0,0,43.312449,0,8.380822,10.965784,0,15.522178,25.205309,0,0,0,0,0,43.312449,0,8.380822,0,0,18.794475,24.517974,0,8.380822,TRUE
0,0,0,10.937215,0,0,0,0,4.556393,6.380822,0,0,6.380822,0,0,4.556393,0,0,0,0,4.556393,0,0,6.380822,FALSE
8.643856,0,8.380822,0,0,0,0,0,8.380822,8.643856,0,0,0,0,0,17.024678,0,0,8.643856,0,8.380822,0,0,0,FALSE
0,0,0,28.575425,0,10.965784,0,0,28.575425,10.965784,0,0,10.965784,0,0,28.575425,0,0,0,0,17.60964,10.965784,0,10.965784,FALSE
5.92139,0,0,8.380822,0,28.089998,5.92139,0,0,36.47082,0,0,28.089998,0,0,5.92139,0,8.380822,0,0,0,5.92139,0,36.47082,FALSE
10.965784,0,10.965784,15.761644,10.965784,10.965784,0,0,37.693212,21.931569,0,0,10.965784,0,10.965784,37.693212,0,0,10.965784,0,21.931569,15.761644,0,10.965784,FALSE
0,0,9.380822,0,0,0,0,0,9.380822,0,0,0,0,0,0,9.380822,0,0,0,0,9.380822,0,0,0,FALSE
4.816037,0,0,4.795859,0,0,0,0,4.795859,0,4.816037,0,0,0,0,9.611896,0,0,0,4.816037,0,4.795859,0,0,FALSE
6.965784,0,0,43.003645,0,0,0,0,29.715932,30.219281,0,0,23.253497,0,0,36.681716,0,0,6.965784,0,18.124214,11.591719,0,23.253497,FALSE
0,0,9.965784,7.158429,0,0,0,0,7.158429,9.965784,0,0,0,0,0,17.124214,0,0,0,0,0,17.124214,0,0,FALSE
13.287712,0,20.346606,6.573467,0,0,0,0,0,40.207785,0,0,0,0,9.380822,30.826964,0,0,0,0,15.954289,24.253497,0,0,FALSE
13.989054,0,0,9.845764,0,10.965784,13.989054,0,17.539251,3.272297,0,0,0,0,0,23.834818,10.965784,0,13.989054,0,9.845764,10.965784,0,0,FALSE
10.965784,0,0,18.231129,0,0,0,0,7.265345,0,21.931569,0,0,0,0,29.196913,0,0,0,10.965784,7.265345,10.965784,0,0,FALSE
0,0,0,8.158429,0,8.965784,0,0,8.158429,8.965784,0,0,0,8.965784,0,8.158429,0,0,0,0,0,8.158429,0,8.965784,TRUE
0,0,5.717857,0,0,6.965784,0,0,0,12.683641,0,0,0,6.965784,5.717857,0,0,0,0,0,0,5.717857,0,0,FALSE
10.965784,0,0,0,9.965784,0,0,0,9.965784,10.965784,0,0,0,0,0,20.931569,0,0,0,0,0,20.931569,0,0,FALSE
13.989054,0,0,19.442026,0,5.083141,13.989054,0,4.795859,19.729308,0,0,5.083141,0,14.646166,18.784913,0,0,13.989054,0,0,19.442026,0,0,FALSE
10.965784,0,5.293359,0,0,0,0,0,5.293359,10.965784,0,0,0,0,0,16.259143,0,0,0,0,0,16.259143,0,0,FALSE
9.965784,0,0,0,5.756331,12.726997,9.965784,0,0,18.483328,0,0,18.483328,0,0,9.965784,0,0,9.965784,0,0,0,0,13.400187,TRUE
0,0,18.60964,4.53952,0,0,0,0,23.14916,0,0,0,0,0,9.965784,13.183376,0,0,0,0,9.965784,13.183376,0,0,FALSE
10.965784,0,10.965784,32.34941,0,0,0,0,26.471088,16.844106,10.965784,0,10.965784,0,10.965784,32.34941,0,0,0,10.965784,16.844106,26.471088,0,0,FALSE
0,0,0,3.272297,0,14.771697,0,0,0,18.043995,0,0,0,0,0,3.272297,0,14.771697,0,0,3.272297,7.506353,0,7.265345,FALSE
0,0,6.107803,4.878321,0,0,0,0,4.878321,6.107803,0,0,0,0,10.986125,0,0,0,0,0,6.107803,4.878321,0,0,FALSE
0,0,0,30.156965,7.795859,0,0,0,14.854753,23.098071,0,0,0,7.795859,7.795859,22.361106,0,0,7.506353,0,14.854753,7.795859,0,7.795859,TRUE
0,0,0,3.272297,0,16.346606,0,0,0,19.618903,0,0,10.965784,5.380822,0,3.272297,0,0,0,0,3.272297,0,0,16.346606,FALSE
0,0,16.124214,26.471088,0,0,0,0,13.505304,29.089998,0,0,0,0,7.158429,35.436872,0,0,0,0,16.124214,26.471088,0,0,FALSE
5.92139,0,0,18.346606,0,0,5.92139,0,18.346606,0,0,0,0,0,0,24.267996,0,0,0,0,18.346606,5.92139,0,0,TRUE
0,0,10.965784,10.653119,0,0,0,0,18.346606,3.272297,0,0,0,0,0,21.618903,0,0,0,0,21.618903,0,0,0,FALSE
0,0,18.346606,24.4055,0,6.158429,0,0,27.727428,21.183107,0,0,12.802286,0,0,36.10825,0,0,0,0,16.176681,19.931569,0,12.802286,FALSE
3.02327,0,10.965784,4.795859,0,0,3.02327,0,15.761644,0,0,0,0,0,10.965784,7.819129,0,0,3.02327,0,10.965784,4.795859,0,0,FALSE
0,0,0,21.503426,10.965784,0,0,0,7.265345,25.203866,0,0,10.965784,7.265345,0,14.238082,0,0,0,0,3.272297,10.965784,7.265345,10.965784,FALSE
0,0,0,3.272297,7.158429,5.083141,0,0,0,15.513868,0,0,12.241571,0,0,3.272297,0,0,0,0,3.272297,0,0,7.158429,FALSE
3.02327,0,6.107803,19.915072,5.756331,7.965784,3.02327,0,0,39.744991,0,0,5.756331,7.965784,6.107803,22.938342,0,0,3.02327,0,14.266233,0,7.965784,17.512974,TRUE
10.965784,0,7.795859,44.247373,0,0,0,7.795859,34.594254,9.653119,10.965784,0,0,0,0,63.009016,0,0,0,10.965784,26.104907,25.938325,0,0,FALSE
0,0,0,17.761644,0,0,0,0,17.761644,0,0,0,0,0,0,17.761644,0,0,0,0,17.761644,0,0,0,FALSE
0,9.380822,0,14.238082,10.965784,7.643856,0,9.380822,0,32.847722,0,0,18.60964,0,0,23.618903,0,0,0,0,12.653119,10.965784,0,18.60964,FALSE
0,0,0,18.60964,0,0,0,0,9.965784,8.643856,0,0,0,0,0,18.60964,0,0,0,0,9.965784,8.643856,0,0,FALSE
0,0,37.484071,3.272297,0,0,0,0,37.484071,3.272297,0,0,0,0,0,40.756368,0,0,0,0,30.16965,10.586718,0,0,FALSE
0,0,19.931569,26.897353,0,0,0,0,0,46.828921,0,0,0,0,46.828921,0,0,0,0,0,39.863137,6.965784,0,0,FALSE
8.380822,0,6.158429,0,0,0,0,0,6.158429,0,8.380822,0,0,0,0,14.539251,0,0,0,14.539251,0,0,0,0,FALSE
0,0,6.965784,28.082187,0,5.083141,0,0,22.80989,17.321223,0,0,5.083141,0,13.844106,21.203866,0,0,0,6.965784,14.238082,13.844106,0,0,TRUE
0,0,8.965784,17.159472,0,0,0,0,17.346606,8.77865,0,0,5.506353,0,0,20.618903,0,0,0,0,20.618903,0,0,5.506353,TRUE
6.573467,0,0,0,5.756331,13.761644,6.573467,0,0,19.517974,0,0,14.137153,5.380822,0,6.573467,0,0,6.573467,0,0,0,8.380822,11.137153,FALSE
0,7.795859,6.717857,7.265345,0,0,0,0,0,13.983201,7.795859,0,0,0,7.265345,14.513716,0,0,0,7.795859,0,13.983201,0,0,FALSE
0,8.965784,30.908577,9.380822,0,0,0,0,40.289399,0,0,0,0,0,0,49.255183,0,0,8.965784,0,40.289399,0,0,0,FALSE
0,15.287712,8.965784,8.158429,0,0,0,0,8.158429,8.965784,0,15.287712,0,0,8.965784,23.446142,0,0,15.287712,0,8.158429,8.965784,0,0,FALSE
3.02327,0,9.965784,5.506353,0,0,3.02327,0,9.965784,5.506353,0,0,5.506353,0,0,12.989054,0,0,3.02327,0,9.965784,0,0,5.506353,FALSE
0,0,0,22.639965,6.643856,0,0,0,22.639965,6.643856,0,0,6.643856,0,4.878321,17.761644,0,0,0,0,17.761644,4.878321,0,6.643856,FALSE
9.380822,0,0,10.965784,0,0,0,0,0,20.346606,0,0,0,0,0,20.346606,0,0,0,0,0,20.346606,0,0,FALSE
0,6.795859,0,33.523287,0,0,0,0,33.523287,0,6.795859,0,0,0,0,40.319146,0,0,6.795859,14.761644,18.761644,0,0,0,FALSE
0,0,20.779061,23.142465,0,0,0,5.680382,16.761644,21.4795,0,0,6.380822,0,9.380822,28.159882,0,0,0,0,28.159882,9.380822,0,6.380822,FALSE
0,0,8.380822,9.112787,6.643856,6.158429,0,0,9.112787,32.148892,0,0,23.76807,0,0,17.493608,0,0,0,0,17.493608,0,0,23.76807,FALSE
16.761644,0,10.965784,7.265345,8.965784,5.083141,16.761644,8.965784,10.965784,12.348486,0,0,5.083141,0,0,43.958557,0,0,16.761644,0,10.965784,16.231129,0,0,FALSE
24.874985,6.795859,0,25.505035,0,0,0,0,9.965784,15.539251,6.795859,24.874985,0,0,6.573467,50.602413,0,0,31.670844,0,9.965784,15.539251,0,0,FALSE
7.795859,0,20.931569,0,0,0,0,0,20.931569,7.795859,0,0,0,0,0,28.727428,0,0,0,0,20.931569,7.795859,0,0,FALSE
6.717857,0,12.3187,28.897353,7.158429,0,6.717857,7.158429,25.142465,16.073588,0,0,0,0,6.107803,48.984536,0,0,0,0,41.216053,13.876286,0,0,FALSE
0,0,6.717857,16.539251,0,0,0,0,7.158429,16.098679,0,0,0,0,9.380822,13.876286,0,0,0,0,7.158429,16.098679,0,0,FALSE
33.394554,0,0,0,0,0,18.369876,0,0,15.024678,0,0,0,0,0,33.394554,0,0,18.369876,0,0,15.024678,0,0,FALSE
0,0,7.965784,20.811548,0,0,0,0,16.124214,12.653119,0,0,0,0,9.380822,19.396511,0,0,0,8.158429,11.238082,9.380822,0,0,TRUE
19.63291,0,0,0,0,0,3.02327,0,0,0,0,16.60964,0,0,0,19.63291,0,0,19.63291,0,0,0,0,0,FALSE
0,0,0,29.344115,0,0,0,0,22.770648,6.573467,0,0,0,0,0,29.344115,0,0,6.573467,0,18.231129,4.53952,0,0,TRUE
8.380822,0,0,6.380822,0,9.380822,8.380822,0,0,15.761644,0,0,6.380822,9.380822,0,8.380822,0,0,8.380822,0,0,0,9.380822,6.380822,FALSE
0,0,0,9.965784,0,0,0,0,0,9.965784,0,0,9.965784,0,0,0,0,0,0,0,0,0,0,9.965784,FALSE
22.661909,0,8.965784,14.238082,0,0,14.86605,0,19.931569,3.272297,7.795859,0,0,0,0,45.865775,0,0,10.819129,0,14.238082,20.808565,0,0,TRUE
14.196859,0,0,26.087698,0,0,0,0,5.506353,29.962167,4.816037,0,0,0,0,40.284557,0,0,0,4.816037,20.209377,9.380822,0,5.878321,TRUE
0,0,13.117787,17.539251,0,0,9.380822,0,21.276217,0,0,0,0,0,0,30.657039,0,0,0,0,21.276217,9.380822,0,0,FALSE
18.024678,0,24.4055,27.990462,0,0,0,0,21.083572,49.337068,0,0,0,0,7.795859,62.624781,0,0,19.60964,0,41.430178,9.380822,0,0,FALSE
7.158429,0,0,20.346606,0,7.506353,0,0,20.346606,14.664782,0,0,7.506353,0,0,27.505035,0,0,7.158429,0,20.346606,0,0,7.506353,TRUE
0,0,8.158429,20.346606,0,10.965784,0,0,20.346606,19.124214,0,0,10.965784,0,10.965784,17.539251,0,0,0,9.380822,19.124214,0,0,10.965784,FALSE
0,0,10.965784,17.60964,0,9.965784,0,10.965784,0,27.575425,0,0,9.965784,0,0,28.575425,0,0,0,10.965784,7.643856,0,0,19.931569,FALSE
3.02327,0,14.530689,15.844106,11.512662,16.761644,3.02327,0,16.761644,41.887457,0,0,21.478446,0,14.530689,8.901591,16.761644,0,3.02327,0,20.409011,26.727428,0,11.512662,FALSE
9.965784,0,16.150209,0,0,21.931569,0,0,7.506353,30.575425,0,9.965784,0,21.931569,0,26.115993,0,0,0,9.965784,7.506353,8.643856,21.931569,0,FALSE
8.380822,0,10.965784,28.142465,0,0,0,0,39.10825,8.380822,0,0,0,0,0,47.489071,0,0,0,0,39.10825,8.380822,0,0,FALSE
3.02327,16.176681,23.284484,4.556393,0,0,3.02327,0,21.733074,6.107803,7.795859,8.380822,0,0,6.107803,40.933025,0,0,3.02327,16.176681,16.875093,10.965784,0,0,FALSE
4.816037,0,19.931569,11.916154,0,0,0,9.965784,9.965784,11.916154,4.816037,0,0,0,18.60964,18.054119,0,0,0,4.816037,31.847722,0,0,0,FALSE
0,0,23.157572,10.965784,0,8.643856,0,0,7.795859,34.971353,0,0,0,0,0,34.123357,0,8.643856,0,0,7.795859,34.971353,0,0,FALSE
4.816037,0,0,10.965784,0,0,0,0,0,10.965784,4.816037,0,0,0,0,15.781821,0,0,0,4.816037,0,10.965784,0,0,FALSE
0,0,10.965784,9.965784,0,8.158429,0,0,10.965784,18.124214,0,0,0,0,0,20.931569,0,8.158429,0,0,10.965784,18.124214,0,0,TRUE
8.158429,0,8.380822,14.472137,0,0,0,0,0,31.011388,0,0,5.506353,0,0,25.505035,0,0,0,0,8.380822,17.124214,0,5.506353,FALSE
9.380822,0,13.439715,0,0,0,0,0,13.439715,9.380822,0,0,0,0,0,22.820537,0,0,0,0,13.439715,9.380822,0,0,FALSE
6.380822,0,0,34.708319,0,5.380822,6.380822,10.965784,23.742535,5.380822,0,0,0,5.380822,0,41.089141,0,0,6.380822,0,34.708319,0,0,5.380822,TRUE
0,17.287712,0,30.999725,0,8.643856,0,0,27.727428,11.916154,17.287712,0,0,8.643856,0,48.287438,0,0,0,17.287712,30.999725,0,0,8.643856,FALSE
15.553464,0,19.346606,13.036751,0,0,0,0,22.417573,9.965784,15.553464,0,0,0,4.878321,43.0585,0,0,5.92139,17.790504,9.380822,14.844106,0,0,FALSE
0,0,0,27.505035,0,0,0,0,6.573467,20.931569,0,0,0,0,9.965784,17.539251,0,0,0,0,6.573467,9.965784,0,10.965784,FALSE
0,0,0,24.80989,6.643856,0,0,0,15.844106,15.60964,0,0,6.643856,0,4.878321,19.931569,0,0,0,0,10.965784,13.844106,0,6.643856,FALSE
0,0,10.965784,29.196913,0,0,0,0,10.965784,29.196913,0,0,0,0,0,40.162697,0,0,0,0,10.965784,29.196913,0,0,FALSE
