"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","class"
0.34,-0.09,0.67,0,-0.61,0,-0.62,0,0,-0.1,0,0,-0.48,0,-0.48,0,"Desgosto"
1.48,0,0.93,0,0,0,0,0,0,0,0,0,0.43,0,0.41,0,"Tristeza"
1.77,0.29,1.41,0,0,0,0,0,0,0,0,0,-0.01,0,0,-0.01,"Neutro"
0.44,0,0.13,0,0.11,0,0.04,-1.89,0,0,0,-0.06,0.12,0,0.15,0,"Surpresa"
0.71,0,0.75,0,0.1,0,0.11,-2.39,1.11,0,0.4,-0.42,0.08,0,0.08,0,"Surpresa"
0.13,0.09,1.74,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,"Alegria"
0.44,-0.06,0.75,0,0,-0.12,0,-1.45,0,0.01,0,0.37,0.02,-0.3,-0.28,0,"Alegria"
1.68,0,1.57,0,0,0,0,0,0,0,0,0,0.16,0,0.16,0,"Neutro"
0.77,0.21,2.32,0,0,0,0,-1.75,0,0,0.14,-0.12,0.03,0,0.03,0,"Neutro"
1.66,0,0,0,0,0,0,-1.45,0,0,0,-0.14,0,0,0,0,"Tristeza"
0,0,0,0,0,-1.08,0,-2.47,0,-0.18,0,-0.32,0,0,0,0,"Surpresa"
0,0.44,3.5,0,-0.04,0,0,-0.53,0,0,0,0,-0.11,0,0,-0.33,"Neutro"
0,-0.04,1.18,0,0.11,0,0.06,-0.13,0,0,0,0,0.08,0,0.08,-0.23,"Alegria"
0.5,0,0.42,0,0.24,-0.24,0.1,-1.79,0,0,0,-0.11,0.19,0,0.19,0,"Surpresa"
0.32,0.15,2.12,0,0,-0.1,0,-0.08,0,0,0,0.26,0.08,0,0.08,0,"Neutro"
3.72,0.09,5.44,0,-0.4,0,0,-2.95,0,0,0,-0.05,-0.01,0,0.08,-0.26,"Medo"
0.23,0.31,1.71,0,0,-0.08,0,-1.82,0,0,0,0,0.06,-0.14,-0.05,-0.81,"Surpresa"
0.32,0.05,0.67,0,-0.08,0,0,-0.64,0,0,0,0,0.4,-0.22,-0.04,0.22,"Neutro"
2.09,0.15,3.76,0,0,0,0,-0.13,0,0,0,0,0.11,0,0.11,-0.23,"Alegria"
0.26,0.36,1.68,0,0.02,0,0,-3.51,0,0,0,-0.08,0.16,0,0.14,-0.05,"Neutro"
0,0,0,0,0,0,0,-1.93,0,0,0,0.18,-0.05,0,-0.05,-0.22,"Alegria"
0,0,0,0,0.13,-2.12,0.05,-6.06,0,-0.16,0.12,-0.66,0.07,-1.45,0.15,-0.08,"Medo"
0.33,-0.14,3.2,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,"Medo"
0,0,0,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,"Surpresa"
0.28,0,0.18,0,0.25,0,0.1,0,0,0,0,0,0.35,0,0.38,0,"Medo"
2.44,0,3.29,0,0,-0.23,0,-0.37,0,0,0,0,0.78,-0.14,0.78,-0.14,"Neutro"
2.02,-0.18,3.28,0,0,0,0,-1.84,0,0,0,0.04,0,0,0,0,"Tristeza"
0,-0.02,1.73,0,0,0,0,-1.5,0,0,0,0.23,0.1,0,0.1,0,"Medo"
0.77,0.12,7.14,0,0.32,-0.1,0.26,-0.08,0,0,0.17,0.02,0.39,0,0.39,0,"Surpresa"
0.78,0,0.76,0,0.43,-0.1,0.36,0,0,-0.02,0.14,0,0.43,0,0.43,-0.94,"Medo"
1.77,0,0,0,-0.01,-0.33,0.01,-1.96,0,0,0,-0.3,0.03,-0.24,0.03,-0.24,"Alegria"
0.5,0.05,0.55,0,0.02,0,0.05,0,0,0.02,0.1,0,0,0,0,0,"Medo"
0.22,0.07,0.25,0,0,0,0,-5.19,0,0.02,0,-0.19,0,0,0,-0.8,"Medo"
0.47,0,0.52,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0,"Tristeza"
0.18,0,0.11,0,0,0,0,0,0,0.02,0,-0.01,0.04,0,0.04,0,"Surpresa"
0.44,-0.04,0.54,0.01,0.12,0,0.11,-0.32,0,0,0,-0.01,0.09,0,0.09,-0.09,"Tristeza"
0.17,0,0.25,0,0.19,0,0.05,0,0,0.01,0,0.04,0.15,0,0.15,0,"Medo"
1.58,0,1.61,-0.02,0.01,0,0,0,0.23,0,0.13,0,0.08,0,0.11,-0.08,"Surpresa"
0.63,0,0.77,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,"Alegria"
1.78,0.07,3.69,0,0.3,-0.28,0.21,-0.54,0,0,0,0,0.21,-0.19,0.21,-0.19,"Surpresa"
0,0,0,0,0,0,0,-1.91,0,0,0,-0.35,0,0,0,0,"Medo"
0.35,0,1.95,0,0.15,-0.11,0.02,-3.95,0,-0.01,0,-0.36,0.36,0,0.36,0,"Neutro"
0,0.01,0,0,0.3,0,0.21,-1.91,0,0,0,-0.72,0.21,0,0.21,0,"Tristeza"
0.13,0,0.12,0,0.26,0,0.25,0,0,0,0,-0.08,0.19,0,0.19,0,"Tristeza"
0.13,0,0.12,0,0.09,0,0.04,0,0,0,0,0,0.04,0,0.04,0,"Desgosto"
0,0,0,0,0.1,0,0.12,-1.91,0,0,0,-0.26,0.03,0,0.03,0,"Surpresa"
3.2,0,2.97,0,0,0,0,-0.1,0.18,0.05,0.17,0,0.38,0,0.38,-0.07,"Surpresa"
0,0,0,0,0.14,-0.4,0.1,-0.62,0,0,0,0,0.11,-0.26,0.11,-0.26,"Neutro"
0,0.39,3.15,0,0,0,0,-3.74,0,0,0,-0.2,0,0,0,-0.74,"Neutro"
0.31,0,0,0,0,0,0,-0.34,0.08,0.01,0,-0.18,0.02,0,0,0,"Tristeza"
2.69,0,0.85,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,"Neutro"
0.23,0.21,3.17,0,0,0,0,-1.45,0,0,0,-0.14,0.08,0,0.08,0,"Medo"
2.15,0,0.36,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,"Tristeza"
0.2,0,1.8,0,-0.07,0,0,-0.64,0,0.01,0,0.01,0.19,0,0,0.19,"Medo"
3.88,0.29,5.58,0,0,0,0,0,0,-0.02,0.09,0,0.21,0,0.21,0,"Surpresa"
0.22,0,1.9,0,0.01,0,0.08,-2.54,0,0,0,0,0.35,0,0.13,-0.51,"Surpresa"
0,0,0,0,0,-1.82,0,-1.61,0,0,0,0,-0.01,-1.82,0,-1.83,"Neutro"
0,0.15,3.08,0,0,-0.15,0,-3.3,0,0,0,0.16,0,0,0,0,"Surpresa"
0.17,0,0.54,0,0.19,0,-0.01,-1.7,0,0,0.28,0,0.29,0,0.29,0,"Neutro"
0,0,0,0,-0.07,0,0,-2.44,0.09,0,0,0.24,0,0,0,0,"Neutro"
0.94,-0.03,1.91,0,0,0,0,-1.35,0.14,0,0.11,-0.06,0.25,0,0.25,0,"Tristeza"
0,0.21,1.37,0,0,0,0,0,0,0,0.11,0,0,0,0,0,"Tristeza"
1.59,0,1.55,0,0.02,0,0.03,0,0,0,0,0.09,0.01,0,0.01,0,"Neutro"
0.12,-0.04,0.12,0,0.03,0,0.03,-1.93,0,0,0,-0.26,0,0,0,0,"Tristeza"
0.64,0,0.71,0,-0.07,0,0,0,0.09,-0.03,0,-0.15,0.24,0,0.24,0,"Tristeza"
0,-0.08,2.86,0,-0.07,0,0,0,0.09,0.01,0.17,0.01,0,0,0,0,"Tristeza"
0,0,0,0,0.33,0,0.17,-1.68,0,0,0,0.09,0.15,0,0.26,-0.11,"Tristeza"
1.77,0,0,0,0,0,0,-5.64,0,0,0,-0.66,0,0,0,-0.75,"Neutro"
0.29,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,"Neutro"
0,0,1.7,0,0.25,0,0.2,-1.7,0,0,0,0.25,0.37,0,0.37,0,"Tristeza"
0,0.36,1.48,0,0.3,0,0.08,0,0,0,0,0,0.27,0,0.27,0,"Alegria"
0,0,0,0,-0.27,0,0,-0.45,0,0,0,0,-0.11,0,0,-0.11,"Alegria"
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,-1.93,0,0,0,0,0,0,0,-0.82,"Neutro"
0,0,0.16,0,-0.07,0,0,0,0.09,0,0.17,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,-3.33,0,0,0,-0.41,0,0,0,0,"Tristeza"
0.18,0,0.24,0,0.01,-0.09,0,-0.29,0,0,0.08,0,-0.04,-0.12,-0.01,-0.12,"Neutro"
0.1,0.07,0.15,0,0,0,0,-1.75,0,0,0,-0.06,0,0,0,0,"Alegria"
1.92,0,2.1,0,0,0,0,0,0.1,0,0.16,0,0,0,0,0,"Alegria"
0,0,0,0,0,0,0,-3.44,0,0,0,-0.02,0,0,0,0,"Neutro"
1.28,0,0.98,0,0,-0.12,0,-3.46,0,0,0,0,0.36,-0.11,0.36,-0.11,"Neutro"
0,0,0,0,0.09,0,0.15,-0.18,0,0,0,0,0.01,0,0.01,-0.16,"Tristeza"
0,0.02,0.1,0,0,0,0,0,0,0,0.21,0.01,0,0,0,0,"Alegria"
0,0.03,1.18,0.07,0,-0.11,0,-0.14,0,-0.01,0,-0.04,0,0,0,0,"Neutro"
0.65,-0.5,1.87,0,0.24,0,0.19,0,0,0,0,0,0.27,0,0.27,0,"Alegria"
0,-0.18,1.39,0.08,0.21,0,0.07,0,0,0,0,-0.04,0.24,0,0.24,0,"Neutro"
0,0,0,0,-0.07,0,0,-1.35,0.09,0,0,-0.06,0.08,0,0.08,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alegria"
0,0.06,1.42,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,"Surpresa"
1.83,0,1.65,0,-0.18,-0.24,0,-3.03,0,0,0,-0.06,0.19,0,0.09,0.1,"Alegria"
0.36,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
1.83,0,0.41,0,-0.06,0,0.03,-0.64,0,0,0.17,0,0.29,0,0.07,0.22,"Tristeza"
0,0.07,0,0.07,0.05,-0.2,0.13,-0.3,0,-0.05,0,-0.15,-0.03,0,-0.03,0,"Tristeza"
4.97,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
1.64,0,1.47,0,0,0,0,-1.29,0,0,0,-0.07,0,0,0,0,"Tristeza"
0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
0.44,0,2.18,0,0.06,0,0.05,0,0.18,0,0.17,0,0.21,0,0.21,0,"Tristeza"
0.48,0,0.47,0,0,0,0.03,-1.54,0,0,0,-0.07,0.24,0,0.13,0,"Neutro"
0.32,0.03,1.64,0,0,0,0,-1.29,0,0,0,0.01,0.05,0,0.05,0,"Neutro"
0.18,0,0.23,0,0.15,0,0.03,0,0,0,0,0,-0.05,0,-0.05,0,"Neutro"
2.13,-0.22,4.63,0,0,0,0,0,0,0,0.17,0,0.21,0,0.15,0,"Tristeza"
0.56,0.21,1.9,0,0,0,0,0,0.18,-0.08,0.29,0,0.25,0,0.25,0,"Tristeza"
0.13,0.15,0.11,0.07,0,0,0,-0.09,0,0,0,0,0.06,-0.13,0.06,0,"Alegria"
0,0,0.1,0,0,0,0,0,0,0,0,-0.19,0,0,0,0,"Surpresa"
0.31,0,0.25,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,"Alegria"
0,0,0,0,0.15,-0.14,0.02,-0.23,0,0,0,-0.09,0.11,0,0.11,0,"Surpresa"
0,0,0,0,-0.07,-0.37,0,-1.82,0.09,0,0,-0.06,0,-0.31,0,-0.31,"Alegria"
0.15,0,0,0,0,-0.24,0,-0.44,0,0,0,0,0,0,0,0,"Alegria"
1.69,0,0,0,0,0,0,0,0,0,0,-0.19,0.11,0,0.11,0,"Surpresa"
0,0,0.13,0,0,0,0,0,0,0,0.12,-0.19,0,0,0,0,"Alegria"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
0,0,0,0,0,0,0,-1.55,0,0,0,-0.01,0.18,0,0.18,0,"Neutro"
0.2,0.07,0,0.07,0.36,0,0.28,-3.88,0,0,0,-0.43,0.09,0,0.06,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alegria"
0.18,0.07,3.57,0,0,0,0,0,0,0,0.21,0,0.06,0,0.06,0,"Neutro"
1.24,0.07,2.63,0,0,0,0,-0.11,0,0,0,0,0.38,0,0.38,-0.07,"Neutro"
0.51,-0.09,0.55,0,0,0,0,0,0,-0.1,0,0,0.14,0,0.09,0,"Tristeza"
0,0,0,0,0,0,0,-0.65,0,0,0,0,0,0,0,-0.49,"Neutro"
1.77,-0.23,1.4,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,"Neutro"
2.08,0,0.34,-0.12,0,0,0,0,0,0,0,0.15,-0.01,0,-0.01,0,"Alegria"
0.17,0,0.1,0,0.13,0,0.16,0,0,0,0,0,-0.02,0,-0.02,0,"Neutro"
0.1,0.01,1.47,0,0.3,0,0.07,-0.2,0,0,0,0,0.17,0,0.02,0.01,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.12,-0.01,"Neutro"
0,0,0,0,0.23,0,0.24,-1.49,0,0,0,-0.11,0.22,0,0.22,0,"Neutro"
1.73,-0.22,2.99,0,0.42,0,0.2,0,0,0,0,0,0.38,0,0.38,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alegria"
0,0,0,0,0.25,0,0.13,-2.85,0,0,0,-0.15,0.09,0,0.09,0,"Neutro"
2.68,-0.14,3.08,0,0,-0.13,0,-0.11,0,0,0,0.02,0.48,0,0.48,0,"Tristeza"
3.64,-0.24,3.38,0,0,0,0,-1.98,0,0,0,-0.47,0.02,0,0,0,"Alegria"
0.21,0,1.81,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,"Tristeza"
0,-0.19,3.06,0,0.43,0,0.09,0,0,0,0,0,0.39,0,0.39,0,"Surpresa"
1.01,0,2.53,0,0.2,0,0.18,0,0,0,0,0,0.42,0,0.42,0,"Medo"
0.42,0.07,2.08,0,0,0,0,-1.97,0.1,0,0.16,-0.08,0.19,0,0.19,0,"Neutro"
0.58,0,0.6,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,"Tristeza"
0,0,0.1,0,0,0,0,-0.3,0,0,0.08,0,0.06,0,0.06,-0.22,"Neutro"
0.61,0,0.58,0,0,0,0,-1.92,0,0,0,0,0.11,0,0.11,0,"Neutro"
2.28,-0.02,3.86,0,0.03,0,0.1,-2.18,0.78,0,0.21,0.2,0.2,0,0.2,0,"Alegria"
1.98,0,0.32,0,0.28,0,0.23,-1.33,0,0,0,0.15,0.14,0,0.17,0,"Surpresa"
0.26,0,0.2,0,0,0,0.17,-0.11,0,0,0,0,0.14,0,0.06,0,"Neutro"
0.13,0.37,3.62,0,0.01,0,0,-5.31,0,0,0,-0.41,0.03,-0.1,0.06,-1.62,"Tristeza"
0,0,0,0,0,0,0.12,0,0,0.02,0,-0.01,0.06,0,0.06,0,"Alegria"
0,0,0,0,0,0,0,-1.93,0,0,0,-0.62,0,0,0,0,"Surpresa"
0.1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alegria"
0,0.15,1.89,0,0.07,-0.1,0,-0.94,0.82,-0.03,0,-0.12,0,0,0,0,"Surpresa"
0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,0,-0.22,"Tristeza"
2.14,-0.04,1.6,0,0.03,0,0.04,0,0,0,0,0,0,0,0,0,"Neutro"
0.36,0,0.62,0,0,-1.85,0,-1.75,0,0,0,0,0.07,-1.88,0.07,-1.88,"Neutro"
0.26,0,0.2,0,0,0,0,-1.49,0,0,0,-0.11,0.24,0,0.24,0,"Tristeza"
0,0,0,0,0.03,0,0.16,0,0,0,0,-0.19,0.03,0,0.03,0,"Alegria"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,"Tristeza"
1,0.48,3,0,-0.07,-0.19,0,-0.09,0.24,0.04,0.42,0.01,0.11,0,0.11,0,"Neutro"
0,0,0,0,-0.07,0,0,-1.47,0.09,0,0,-0.27,0.06,0,0.06,0,"Neutro"
0.97,0.22,2.68,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,"Tristeza"
0.16,0,0.17,0,0,0,0,-1.58,0.32,0,0.31,0.08,0,0,0,0,"Alegria"
0,0,0.33,0,0.12,0,0.09,-1.43,0,0,0,-0.35,0.23,0,0.18,-0.94,"Surpresa"
0,0.27,3.14,0,0.13,0,0.16,0,0,0,0,0,0.05,0,0.05,0,"Neutro"
0,-0.04,1.18,0,0.1,0,0.04,-0.89,0.78,0,0,-0.01,0.09,0,0.09,-0.06,"Neutro"
0,-0.15,1.25,0,0,0,0,-3.78,0,0,0.17,0.02,0,0,0,0,"Tristeza"
0.2,-0.01,0.32,0,-0.07,0,0,-1.58,0.09,0,0,-0.3,0,0,0,0,"Tristeza"
0,0,0,0,0.23,0,0.35,-1.44,0,0,0,-0.11,0.06,0,0.06,0,"Alegria"
2.19,0,2.41,0,0,-0.11,0,-1.89,0.1,-0.01,0.34,-0.16,-0.05,0,-0.05,0,"Surpresa"
0,0,0,0,0.17,0,0.02,0,0.2,0,0.06,0,-0.03,0,0,0,"Neutro"
2.43,0,2.51,0,0,0,0,-1.44,0.13,0,0.11,-0.12,0.16,0,0.16,0,"Neutro"
0.29,0.07,2.11,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,"Surpresa"
0.73,0,0.95,0,0,0,0,0,0,0,0,0,-0.01,0,-0.01,0,"Surpresa"
0,0,0,0,0,-1.53,0,-1.86,0,0.32,0,0.11,0,0,0,-0.17,"Surpresa"
0,0.01,0.18,0,0,0,0,0,0,-0.04,0.11,0,0,0,0,0,"Tristeza"
1.98,0.21,3.27,0,0,0,0,-1.69,0,0,0,0.09,0.06,0,0.06,0,"Tristeza"
0.15,0,1.81,0,0.01,0,0,-0.12,0,0,0,0,-0.11,0,0,-0.11,"Neutro"
0.14,-0.24,2.01,0,0,0,0,-0.81,0,0,0.08,0.01,0.03,0,0.03,0,"Neutro"
0.31,-0.34,1.79,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Desgosto"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
1.34,0,1.05,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0,"Tristeza"
2.27,0,0.42,0,-0.27,0,0,-2.57,0,0,0,0.12,0.03,0,0,0,"Desgosto"
0,0,0.28,0,0,0,0,-3.01,0,0,0,0.01,-0.01,0,-0.01,0,"Surpresa"
0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,"Alegria"
0.77,0.02,0.73,0,0,0,0,-1.29,0.12,0,0.1,0.12,0.17,-0.06,0.11,0,"Surpresa"
0,0,0.25,0,0.13,0,0.16,-2.82,0,0,0.1,0.12,0.09,-1.74,0.09,-1.74,"Desgosto"
0,0.15,1.73,0,0,0,0,-0.11,0,0,0,0,0,-0.13,0,-0.06,"Neutro"
0.21,0,0.18,0,0.22,0,0.09,0,0,0,0,-0.12,0.08,0,-0.03,0,"Neutro"
2.28,0,2.44,0,0,0,0,-0.1,0,0,0,0,0.09,0,0.09,-0.07,"Tristeza"
0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,"Neutro"
0,-0.02,1.73,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,"Neutro"
0.37,0,0.31,0,0,0,0,0,0,0,0,0,0.04,0,0.16,0,"Surpresa"
0,-0.2,3.09,0,0,0,0,-1.39,0.28,0,0.22,0.12,0,0,0,0,"Neutro"
0.77,0.19,2.33,0,0.01,0,0,0,0,0,0,-0.19,0.19,0,0.22,0,"Surpresa"
0,0,0,0,-0.07,0,0,0,0,0,0,0,-0.04,0,0,0,"Surpresa"
0.32,-0.37,1.73,0,0.19,-0.11,-0.01,-1.47,0,-0.02,0,-0.09,0.23,0,0.23,0,"Tristeza"
0.27,0,0.15,0,0,0,0,0,0,0,0,0,0.06,0,-0.05,0,"Tristeza"
0.42,0,0.38,0,0,0,0,-1.91,0.12,0,0.1,-0.72,0.05,-1.6,0.05,0,"Alegria"
0.3,0,0.36,0,-0.07,0,0,-1.94,0.09,-0.03,0,-0.15,0.16,0,0.16,0,"Neutro"
0,0.15,1.76,0,0.13,0,0.1,0,0,0,0,0,0.11,0,0.11,0,"Neutro"
0.11,-0.04,1.34,0,0.09,0,0.18,0,0.17,0,0,0,0.26,0,0.26,-0.06,"Neutro"
0,0,0,0,0,0,0,-1.64,0.25,0,0.11,-0.42,0,0,0,0,"Tristeza"
1.24,0,1.32,0,0.04,0,0.03,-1.49,0,0.06,0.23,-0.11,0.33,0,0.33,0,"Neutro"
2.51,0,2.68,0,0,0,0,0,0,0,0,0,0.31,0,0.26,0,"Neutro"
0.1,0,0,0,0,0,0,-1.28,0,0,0,0.37,0,0,0,0,"Tristeza"
0.26,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,"Tristeza"
0,0,0,0,0.24,0,0.11,0,0,0,0,0,0.23,0,0.23,0,"Neutro"
0.27,0,0.35,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,"Neutro"
0.21,-0.11,1.58,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,"Alegria"
0.3,0.15,1.73,0.08,0.06,0,0.1,0,0,0,0,-0.04,-0.01,0,-0.01,0,"Neutro"
0,-0.09,1.7,0,0.09,0,0.04,0,0,0,0,0,0.1,0,0.1,0,"Medo"
0.61,0,0.58,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,"Desgosto"
0.84,0,0.91,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,"Surpresa"
0,0,0,0,0.01,0,0,0,0,0,0,0,-0.03,0,0,0,"Alegria"
0,0.3,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alegria"
0,0,0.12,0,0,0,0,-2.33,0,0,0,0,0,0,0,-0.28,"Alegria"
0.3,0,0.29,0,0,0,0,-2.01,0,0,0,-0.72,0.07,0,0.07,-0.07,"Surpresa"
1.58,-0.22,2.74,0,0,-0.11,0,-5.51,0,-0.01,0,-0.58,0.06,0,0.06,0,"Surpresa"
0,0,0,0,0,0,0,-2.96,0,0,0,-0.51,0,0,0,0,"Neutro"
0,0.31,1.66,0,0,0,0,-1.6,0,0,0,0.16,0,0,0,0,"Alegria"
0.66,0,0.6,0,0.04,-0.12,0,0,0,0.01,0,0,0.14,0,0.14,0,"Desgosto"
1.88,0,1.9,0,0,0,0,-0.32,0,0,0,0,0,0,0,-0.12,"Tristeza"
1.78,0,1.9,0,0,0,0,-1.84,0,0,0,-0.02,0.06,0,0.06,-0.24,"Tristeza"
0,0,0,0,0,-0.05,0,-1.71,0,0.02,0,-0.31,0,0,0,0,"Neutro"
0.16,0.36,1.66,0,0,0,0,0,0.17,0.01,0.19,-0.13,0,0,0,0,"Neutro"
0.14,0,0.15,0,0,0,0,-1.93,0,0,0,0,0,0,0,-0.82,"Surpresa"
0,0,0.28,0,-0.1,0,0,-2.21,0,0,0,-0.15,-0.03,0,0,-0.25,"Tristeza"
0.73,0,0.59,0,0.32,0,0.29,0,0,0,0,0,0.27,0,0.27,0,"Desgosto"
0.61,0,0.58,0,0.06,0,0.1,0,0.09,0,0,0,0.19,0,0.19,0,"Neutro"
0,-0.09,0,0,0,0,0,-2.97,0,-0.15,0,-0.37,0,0,0,0,"Tristeza"
3.06,0,2.75,0,-0.26,0,0,-1.02,0,0,0,0,0.27,0,0.25,-0.22,"Tristeza"
0,0,0,0,0,0,0,-5.25,0,0,0,-0.34,0.1,0,0.1,-0.82,"Desgosto"
1.59,0,1.55,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,"Surpresa"
0,0,0,0,0,0,0,-1.85,0,0,0,-0.14,0,0,0,-0.75,"Surpresa"
0.22,0,0.13,0,0.22,0,0.07,0,0,0,0,0,0.34,0,0.34,-0.94,"Surpresa"
0,0,0,0,0,0,0,-1.82,0,0,0,-0.2,0,0,0,-0.26,"Desgosto"
1.66,0.48,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Neutro"
0,-0.09,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,"Tristeza"
0,0.21,1.37,0,0.22,0,0.09,0,0,0,0,-0.19,0,0,0,-0.94,"Surpresa"
0.46,-0.09,0.48,0,0,0,0,0,0,-0.1,0,0,0.12,0,0.12,0,"Tristeza"
0.68,0,0.74,0,0,0,0,-1.41,0,0.03,0.19,0.07,0.16,0,0.16,-0.12,"Desgosto"
0.17,0.21,1.62,0,0,-0.59,0,-0.8,0.12,0.09,0.1,0,0.06,0,0.06,0,"Neutro"
1.78,-0.02,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tristeza"
1.77,0,0,0,0,0,0,-1.49,0,0,0,-0.11,0,0,0,0,"Alegria"
0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,"Neutro"
0,0.08,0,0,0,0,0,-1.63,0.21,0,0.26,0.21,0,-0.13,0,0,"Alegria"
1.34,0,0.89,0,0.09,0,0.01,0,0,0,0,0,0.5,0,0.5,0,"Neutro"
0.14,0.3,1.56,0,0.1,-0.18,0.12,-0.15,0,-0.06,0,-0.03,0.1,0,0.1,0,"Neutro"
0.2,0.03,1.4,0,0,0,0,0,0,0,0,0,0.18,0,0.16,0,"Neutro"
1.34,0,1.05,0,0,0,0,0,0,0.06,0,0,0.39,0,0.39,0,"Neutro"
0,0,1.53,0,0.39,0,0.37,-0.42,0.2,0,0.06,0,0.06,0,0.06,-0.24,"Alegria"
0.3,0,0.34,0,0.19,0,0.12,-0.2,0,0,0,0,0.06,0,0.06,0,"Desgosto"
0.17,0,0.1,0,0,0,0,0,0,0,0,-0.06,0.02,0,0.02,0,"Neutro"
1.77,0,0,0,0.3,0,0.08,-1.97,0,0,0,-0.08,0.27,0,0.27,-0.75,"Neutro"
0.31,0,0.3,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0,"Surpresa"
1.8,0,0,0,0,0,0,-1.86,0,0,0,-0.42,0.11,0,0.11,-0.12,"Tristeza"
2.19,0,2.42,0,0.03,0,-0.06,-1.56,0.1,0,0.34,-0.24,-0.1,0,-0.1,-0.16,"Surpresa"
0.21,0,0.32,0,0,0,0,-1.49,0,0,0,0,0.02,0,0.02,-0.74,"Medo"
0,0,0,0,-0.04,0,0,-2.14,0,0,0,-0.72,0.04,0,0.15,-0.11,"Medo"
3.28,0.21,4.29,0,0,0,0,-1.52,0.41,0,0.42,-0.02,0.38,0,0.38,-0.07,"Neutro"
1.96,0,2.07,0,0,0,0,-1.64,0.18,0,0.17,-0.42,0.1,0,0.1,0,"Neutro"
0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,"Surpresa"
3.5,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,"Surpresa"
0,0,0,0,0,0,0,-3.25,0,0,0,-0.01,0,0,0,0,"Alegria"
0,0,0,0,0.19,0,-0.01,-1.58,0,0,0,0,0.2,0,0.2,-0.71,"Medo"
0,0,0,0,0,-0.1,0,-0.08,0,0,0,0.02,-0.01,0,-0.01,0,"Neutro"
0.13,0,0.27,0,0,0,0,-1.82,0,0,0.17,-0.04,0.02,0,0.02,0,"Neutro"
0.72,0,0.8,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0,"Neutro"
0.2,0,0,0,0.01,0,0.15,0,0,0,0,0,0,0,-0.02,0,"Neutro"
